 | university_name | x_coor | y_coor |
|:-:|:-:|:-:|
|Shandong Technology & Business University|36.99370|117.13822|
|University of Witwatersrand|-26.19549|28.03298|
|Zhengzhou University of Aeronautics|34.74713|113.65459|
|Universite Catholique Louvain|50.66826|4.61938|
|Kyung Hee University|37.55571|126.93213|
|Universitat Rovira i Virgili|41.12751|1.25266|
|Tomas Bata University Zlin|49.22904|17.66963|
|Qingdao University|36.06457|120.37091|   
|ShenZhen Polytechnic|22.54859|114.08694| 
|Liaoning Normal University|41.82230|123.42791|
|Universidade da Beira Interior|40.27705|-7.49321|
|University of Ottawa|45.42509|-75.69521|
|Minzu University of China|39.92169|116.33564|
|Wuhan University|30.5199|114.36074|
|People's Public Security University of China|39.77526|116.24533|
|Chinese People's Liberation Army General Hospital|39.88218|116.40212|
|Swansea University|51.62098|-3.93744|
|Guilin University of Electronic Technology|25.24550|110.28655|
|Microsoft|47.64054|-122.12569|
|National Taipei University of Technology|25.01148|121.53506|
|Tianjin University of Technology|39.12195|117.17948|
|University of Eastern Finland|62.59288|27.61873|
|Air Force Engineering University|31.24571|121.41706|
|University of Cologne|50.94137|6.9631|
|George Mason University|38.83183|-77.30674|
|National Institute of Metrology China|35.55162|116.33082|
|Nanyang Normal College |32.93682|111.64400|
|Daqing Normal University|46.57646|125.01676|
|Zhejiang Normal University|29.88311|120.15607|
|Chongqing University|29.55648|106.48174|   
|Tel Aviv University|32.10928|34.80837|
|McGill University|45.49504|-73.57801|
|Columbia University|40.80787|73.96313|
|Beijing Normal University|39.98811|116.38191|
|Shanxi Medical University|38.01585|112.16884|
|Qinghai Nationalities University|36.60587|101.77802|
|Shenyang Ligong University|41.74966|123.42101|
|Xinjiang University|43.83560|87.62735|    
|NTT Docomo|35.45685|139.63585|
|The Welding Institute (TWI)|51.40835|-0.65179|
|Dongbei University of Finance & Economics|42.01701|126.55912|
|Beijing Forestry University|40.00780|116.30665|
|Polytechnic University of Milan|45.47257|9.20760|
|China Mobile|30.54739|114.41084|
|Rocket Force University of Engineering|38.99691|115.37776|
|Changchun University of Science & Technology|43.87268|125.3229|
|Wuhan Institute of Technology|30.31633|114.33888|
|Huanghuai University|35.45271|115.96152|
|Chongqing University of Posts & Telecommunications|29.61300|106.46124|
|University of Leicester|52.62076|-1.12525|
