 | university_name | x_coor | y_coor |
| - | - | - |
| Yamaguchi University| 33.8025 | 131.4178 |
| EMLYON Business School | 45.7035 | 4.8264 |
| Nanjing Vocational College of Information Technology | 32.0597 | 118.781|
| Razumovsky Saratov State Medical University | 51.5333 | 46.0333 |
| Yahoo! Japan Corporation | 35.6152| 139.7006|
| Gujarat Technological University| 22.5500 | 72.9333 |
| Ferris State University | 43.6298 | -84.4815|
| Electric Power Research Institute (EPRI) | 34.1911| -118.6089|
| Gebze Technical University | 40.8477| 29.4228|
| Kochi University | 33.5651| 133.5311|
| University of Swat| 34.8425| 72.3520|
| Hunan First Normal University| 28.2053| 112.9231|
| Hassan II University of Casablanca| 33.5333| -7.6333|
| Islamic University College| 5.2353| 100.5197|
| Osaka Institute of Technology| 34.6952| 135.4848|
| Xi'an Physical Education University| 34.2812| 108.9512|
| University of Danang| 16.0439| 108.2144|
| Netflix Inc.| 37.3874| -121.9460|
| Sanjiang University| 27.1500| 121.6900|
| Novosibirsk State Pedagogical University | 55.0392| 82.9361| 
| Sohag University| 26.5500| 31.7000|  
| A*STAR - Data Storage Institute | 1.3566 | 103.6875|
| Changping Laboratory| 40.2628| 116.1698|
| Industrial Technology Research Institute - Taiwan | 25.0590 | 121.6020|
| Sun Moon University| 36.5789| 127.4285|
| Institute of Biotechnology of the Czech Academy of Sciences| 49.8133| 15.8683|
| Institute of Special Animal & Plant Sciences CAAS| 33.7500 | 116.2167|
| Faculty of Sciences Sfax| 34.7422| 10.7639|
| Sichuan Engineering Technical College| 30.6700| 104.0800|
| Hanoi University of Industry (HaUI) | 21.0073 | 105.8421|
| National Neuroscience Institute (NNI) | 1.2953 | 103.8162|
| Cihan University Duhok | 36.8927 | 43.0503|
| Istituto di Geoscienze e Georisorse (IGG-CNR)| 43.7771| 11.2538 |
| Moulay Ismail University of Meknes| 33.8886 | -5.5333 
| Wuhan Botanical Garden CAS| 30.5631| 114.2593| 
| Wuhan Sports University| 30.5178| 114.3693|
| United Parcel Service| 33.6408| -84.4282| 
| Singapore Centre for 3D Printing|1.3521 | 103.8205 | 
| Ecole des Ponts ParisTech| 48.8566  | 2.3516   |  
| National Supercomputing Center in Shenzhen| 22.5464| 113.8835|
| Institute of Nuclear Physics - Polish Academy of Sciences| 52.2208| 21.0586| 
| Guangxi Academy of Agricultural Sciences| 22.7222| 108.3260|
| Khazar University| 40.3853| 49.8871|
| Indian Institute of Technology (IIT) - Patna| 25.5937| 85.1358|
| Exponent| 39.5858| -104.9292|
| Institute of Scientific Instruments of the Czech Academy of Sciences| 50.0833| 14.4333|
| Vasyl Stefanyk Precarpathian National University| 48.9194| 22.2861|
| Solar Turbines Incorporated| 32.7667| -117.2167 |
| Lanzhou Institute of Husbandry & Pharmaceutical Sciences CAAS| 36.0622| 103.8283|
| Russian Academy of Science Lebedev Physical Institute | 55.7186| 37.5353 |
