 | university_name  | x_coor | y_coor |
| - | - | - |
|Bharathidasan University|11.1233|78.7031|
|China University of Geosciences|43.304|87.303|
|Beijing Hospital|39.978|116.331|
|Qingdao University of Science & Technology|36.062|120.386|
|Novosibirsk State Technical University|55.352|82.857|
|Princeton University|40.357| -74.657|
|Tianjin University of Commerce|39.118|117.265|
|University of Notre Dame|41.706| -86.241|
|National Taiwan University|25.018|121.532|
|Simon Fraser University |49.282| -122.914|
|Technical University of Berlin|52.531|13.327|
|Guangdong University of Petrochemical Technology|23.045|113.388|
|Sukkur IBA University|27.718|68.842|
|Worcester Polytechnic Institute|42.275| -71.803|
|Portland State University|45.512| -122.683|
|Beijing Wuzi University|39.973|116.325|
|Adam Mickiewicz University|52.248|16.919|
|Kohat University of Science & Technology|33.613|71.442|
|Izmir Institute of Technology|38.405|27.146|
|Hubei University of Technology|30.495|114.315|
|China National Tobacco Corporation|39.976|116.356|
|Shandong First Medical University & Shandong Academy of Medical Sciences|36.68|117.005|
|Dalian Minzu University|38.958|121.609|
|Yangtze University|30.495|117.21|
|Xiangtan University|27.854|112.932|
|Clarkson University|44.572| -75.005|
|Ecole Military Polytechnic|50.605|4.046|
|Shanxi University Finance & Economics|37.442|112.566|
|Rensselaer Polytechnic Institute|42.732| -73.68|
|National Changhua University of Education|23.974|120.524|
|Fuyang Normal University| 32.908|115.806|
|Concordia University - Canada|45.496| -73.579|
|Jiangsu University of Technology|32.3|119.196|
|International Organization for Migration|46.204|6.143|
|Beijing International Studies University|39.975|116.321|
|North Carolina State University|35.787| -78.675|
|Xinyang Normal University|32.131|114.059|
|University of Punjab|31.549|74.353|
|Jiaxing University|30.758|120.757|
|Hunan Normal University|28.2|112.916|
|Nanjing Institute of Technology|32.048|118.769|
|South China Agricultural University|23.162|113.363|
|University Sri Jayewardenepura|6.868|79.981|
|European Space Agency|48.858|2.351|
|Universidade Nova de Lisboa|38.746| -9.139|
|Doshisha University|35.024|135.667|
|Jiangsu Normal University|32.208|118.819|
|Universidad Tecnica Federico Santa Maria|33.484| -70.746|
|Tampere University|61.497|23.758|
|Shandong Academy of Agricultural Sciences|36.184|117.114|
