 | university_name | x_coor | y_coor |
| - | - | - | 
|Ural Federal University|56.8091|60.6027|
|Ufa Institute of Chemistry|54.7823|55.9556|
|Guangzhou Institute of Energy Conversion CAS|23.1194|113.3256|
|Universite de Reims Champagne-Ardenne|4.0434|49.2697|
|Japan Society for the Promotion of Science|139.7589|35.6773|
|NIH National Institute of Mental Health (NIMH)|-77.1189|38.9848|
|Singapore Institute of Technology|1.3045|103.7064|
|Brookhaven National Laboratory|-72.8689|40.8666|
|Topchiev Institute of Petrochemical Synthesis RAS|37.6411|55.6121|
|Universitat d'Alacant|-0.4848|38.3445|
|University of Alabama System|-87.5897|32.8976|
|University of Alabama Birmingham|-86.8097|33.5097|
|Mersin University|34.8234|36.8026|
|Koc University|29.0569|40.9897|
|International Black Sea University|41.6256|41.6183|
|NIH National Heart Lung & Blood Institute (NHLBI)|-77.1154|38.9946|
|Institute of Food Science & Technology CAAS|116.3257|39.8926|
|Institute of Genetics & Developmental Biology CAS|116.3185|39.9334|
|PCSIR Laboratories Complex|-73.0934|33.5996|
|Great Wall Motors|114.0811|22.82|
|Lehigh University|-75.3769|40.6083|
|Universite de Mascara|0.1944|35.4019|
|Fujian Jiangxia University|119.2669|26.0544|
|Michigan Technological University|-88.5534|47.1172|
|Indian Institute of Technology (IIT) - Mandi|77.04|32|
|University of Potsdam|13.0697|52.4|
|Hanoi University of Science & Technology (HUST)|105.7886|21.0302|
|Louisiana State University Health Sciences Center at Shreveport|-93.7291|32.5107|
|NIH National Institute on Aging (NIA)|-77.1172|38.9859|
|NIH National Institute on Drug Abuse (NIDA)|-77.1175|38.9848|
|POLYMAT|-8.0333|38.55|
|University of North Carolina Wilmington|-77.9734|34.2097|
|National Taiwan University of Science & Technology|121.22|24.97|
|Aramco Services Company (ASC)|0|0|
|Babol Noshirvani University of Technology|52.54|36.25|
|Veer Surendra Sai University of Technology|83.2175|21.2877|
|Taizhou University|121.4097|28.6694|
|University Hospital Leuven|4.7034|50.8834|
|Galgotias University|77.3874|28.5131|
|Shanmugha Arts Science Technology & Research Academy (SASTRA)|79.7019|11.1926|
|Universite PSL|2.3471|48.8497|
|Observatoire de Paris|2.3358|48.8|
|Babes Bolyai University from Cluj|23.5907|46.7679|
|Charite Universitatsmedizin Berlin|13.315|52.507|
|Humboldt University of Berlin|13.3886|52.5277|
|Idaho State University|-112.0279|43.4797|
|Eastern Mediterranean University|33.9|35.5971|
|Leshan Normal University|103.4375|29.3286|
|National & Kapodistrian University of Athens|23.7619|37.9683| 
|National Institute of Technology Puducherry|78|11.5|
