 | university_name | x_coor | y_coor | 
|:-:|:-:|:-:|
|Centre Eugene Marquis|	-0.359|49.445|
|Maastricht University Medical Centre (MUMC)|	5.688|50.846|
|CHU Poitiers|-0.333|46.582|
|Poznan University of Medical Sciences|	16.919|52.403|
|Utrecht University Medical Center|	5.121|52.090|
|Universidade do Algarve|	-8.068|37.088|
|CHU Dijon Bourgogne|	5.020|47.322|
|College of Engineering Trivandrum|	8.483|76.956|
|Christie NHS Foundation Trust|	-2.231|53.465|
|Peter Maccallum Cancer Center|	144.967|-37.809|
|Electronics & Telecommunications Research Institute - Korea (ETRI)|	126.969|37.566|
|Lincoln Laboratory|	-71.261|42.621|
|Vall d'Hebron Institut de Recerca (VHIR)|	2.154|41.403|
|Hospital Universitari Vall d'Hebron|	2.173|41.403|
|Hospital of Santa Creu i Sant Pau|	2.163|41.379|
|CIBERCV|-3.702|40.418|
|Chizhou University|	118.167|32.350|
| National University of Civil Engineering|	105.763|21.027|
|College of New Jersey|	-74.759|40.357|
|Shandong University of Political Science and Law|	117.135|36.674|
|Universite Paris Nanterre|	2.222|48.894|
|Tatung University|	121.517|25.023|
|Rose Hulman Institute Technology|	-87.379|39.526|
|GIK Institute Engineering Science & Technology|	73.328|34.184|
|Vilnius Gediminas Technical University|	25.278|54.687|
|Jefferson University|	-75.144|39.954|
|Franklin & Marshall College|	-76.556|40.156|
|Sir Syed University of Engineering & Technology|	73.101|33.626|
|Da Yeh University|	120.653|23.970|
|Delta Electronics|	121.523|25.042|
|Wuxi Vocational Institute of Arts & Technology|	120.299|31.572|
|Alzahra University|	51.420|35.696|
|Guru Ghasidas Vishwavidyalaya|	82.168|23.162|
|Istinye University|	29.008|41.158|
|Shippensburg University of Pennsylvania|	-77.530|40.044|
|University of Maine Orono|	-68.667|44.883|
|Igor Sikorsky Kyiv Polytechnic Institute|	30.450|50.458|
|I Shou University|	120.697|23.970|
|West Texas A&M University|	-101.881|35.209|
|Shunde Polytechnic|	113.357|22.793|
|Liaodong University|	123.301|41.489| 
|Fern University Hagen	|7.451|51.277|
|University of Mazandaran|	53.045|36.325|
| Zhejiang Police College|	120.921|29.732|
|Bucknell University|	-76.932|40.962|
|Vilnius College of Technologies & Design|	25.181|54.690|
|Shandong Youth University of Political Science|	117.060|36.614|
|University of Gavle|	16.936|60.664|
|Central Washington University|	-119.249|46.641|
|Institute of Engineering (IOE) - Nepal|	85.324|27.676|
