 | university_name | x_coor | y_coor |
| - | - | - | 
|Anhui Normal University|117.173098 |32.987670|
|Aarhus University|10.20590|56.181680|
|Liaoning Petrochemical University|122.235930|41.826800|
|Istanbul Technical University|29.011410 |41.056170| 
|Sungkyunkwan University (SKKU)|127.059630|37.467500|
|Yancheng Teachers University|120.136440|33.380690|
|Wayne State University|-83.073280 |42.358440|
|NEC Corporation|139.744170|35.701830|
|University of Sulimanyah|45.449277|35.565593|
|National Chengchi University|121.524450|25.017410|
|Sapienza University Rome|12.492230|41.901160|
|Rutgers State University Newark|-74.174500|40.743060|
|Henan University of Economics & Law|113.658330|34.746940|
|Beijing Institute of Microbiology & Epidemiology|116.424500|40.003170|
|Yangtze Normal University|114.994170|30.847610| 
|Royal College of Art - UK|-0.178900|51.509830|
|West Anhui University|116.884160|31.856430|
|Okayama University|133.934550|34.665830|
|Lulea University of Technology|22.155730|65.583330|
|University Teknikal Malaysia Melaka|102.250780|2.190170|
|Isuzu Motors Limited|136.919720|35.520560| 
|Volkswagen|12.115780|52.402060|     
|Sunway University|101.601790|3.071770|
|University of New Brunswick|-66.666670|45.933780|
|China Academy of Transportation Sciences|116.446120|39.933340| 
|Xi'an University of Architecture & Technology|108.948060|34.259690|
|Beijing University of Agriculture|116.316410|40.084440|
|Wuhan University of Science & Technology|114.326570|30.542360|
|Anhui University of Technology|117.184470|31.859850|
|Hebei University of Chinese Medicine|114.475250|38.040190| 
|University of Management & Technology (UMT)|73.939450|31.549720|
|Quaid I Azam University|73.066490|33.619510|
|Northwest University of Political Science & Law|108.878970|34.246540|
|Universidad Politecnica de Madrid|-3.727660|40.447360|
|University of Arizona|-110.950170|32.232220|
|Wilfrid Laurier University|-80.257770|43.464260|
|National Institute of Standards & Technology (NIST) - USA|-77.017670|39.178390|
|Bauhaus-Universitat Weimar|11.328610|50.980280|
|Haier|122.326390|30.397350|
|Dongguan University of Technology|113.821170|22.598940|
|Xinjiang Medical University|87.627950|43.778460|
|Hiroshima University|132.443500|34.394390|  
|University of Naples Federico II|14.204740|40.831000|
|University of Sussex |-0.086210|50.865460|
|Universite de Montreal|-73.573520|45.508830|
|Linyi University|118.331430|35.164160|
|Zhoukou Normal University|114.656190|33.641180|
|Al-Muthanna University|45.705581|31.949575|
|Qinghai Normal University|101.759200|36.623110| 
|Drexel University|-75.196050|39.952630|
