 | university_name | x_coor | y_coor |
| - | - | - |
|Kazan Federal University |55.73 | 49.19|
||Second Institute of Oceanography (SIO)| 26.58| 119.99|  
|Leibniz Institut fur Analytische Wissenschaften (ISAS)|51.49| 11.67|
|Shirley Ryan AbilityLab|41.88|-87.72|
|Jeol Ltd|35.68|139.70|
|JEOL Japan|35.68|139.70| 
|Sher-e-Bangla Agricultural University (SAU)|23.80|90.41|
|California State University Sacramento|38.57|-121.48|
|University of North Dakota Grand Forks|47.92|-97.04|
|Institute of Physiology of the National Academy of Sciences of Belarus|53.92|28.00|
|Soran University|36.19|44.00|
|Leibniz Institut fur Sozialwissenschaften (GESIS)|50.74|7.10|
|Quy Nhon University|13.77|109.18|
|Nagoya University of Commerce & Business|35.09|136.89|
|Alagappa University|9.09|78.72|
|University Nacional de Ingenieria Lima|-12.06|-77.07|
|Foshan Xianhu Laboratory|23.05|113.12| 
|Stephan Angeloff Institute of Microbiology Bulgarian Academy of Sciences|42.59|23.31|
|University of Banja Luka (UNIBL)|44.77|17.19|
|Sebha University|27.05|14.42|
|Shandong University of Art & Design|36.70|117.00|
|Thiagarajar College|8.84|77.65|
|US Navy Naval Air Systems Command|38.88|-76.99|  
|Safran S.A.|48.72|2.24|
|Zhejiang Institute of Economics & Trade|30.08|120.75|  
|Bhabha Atomic Research Center (BARC)|19.09|72.85|
|Xinjiang Astronomy Observatory NACO CAS|43.73|88.34|  
|Institute of Batteries LLC|56.41|-118.22|  
|Simmons University|42.34|-71.08| 
|Columbus State University|32.46|-84.93|
|Central University of Haryana |29.42|76.23|
|Indian Institute of Technology (Indian School of Mines) Dhanbad|23.80|86.43|
|The Northcap University|30.00|77.19|
|Coimbatore Institute of Technology|11.01|76.94| 
|Sam Houston State University|30.61|-95.55|
|Renesas Electronics Corporation|35.67|140.33|
|Adnan Menderes University|37.84|27.84|
|Mustansiriya University|33.34|44.40| 
|Samsung Electro-Mech|35.18|127.27|
|SANY |31.71|120.46|
|Baicheng Normal University|45.63|122.47|
|Mie University|34.73|136.51|  
|Netherlands Cancer Institute|52.36|4.75|
|Centro Atomico Bariloche|-40.75|-71.27| 
|Mount Royal University|51.11|-114.20|
|Ningbo City College of Vocational Technology|29.88|121.64|
|Affiliated Hospital of Jiangxi University of Traditional Chinese Medicine|26.07|115.89|
|Symbiosis Institute of Technology (SIT)|18.62|73.79|  
|Universidad Central del Ecuador|-78.51|-46.96|
|Zhejiang Academy of Agricultural Sciences|30.39|118.93|
