 | university_name | x_coor | y_coor |
| - | - | - |
| Universite d'Angers   | -0.65 | 47.47 |
| Consiglio per la Ricerca in Agricoltura e L'analisi Dell'economia Agraria (CREA)| 12.49  |41.89   |
| German Center for Neurodegenerative Diseases (DZNE) | 8.652|50.573|
| Universidad de la Republica Uruguay	| -56.106 | -34.856|
| Dali University|	100.197	|25.5368|
| Flinders University South Australia|	138.6	| -35.02|
| Tokyo Women's Medical University|	139.55|	35.65|
 |IRCCS Bambino Gesu|	12.49|	41.89|
| UHI Millennium Institute|	-5.52|	58.2|
| Inland Norway University of Applied Sciences|	10.12 |61.84|
| Harry Perkins Institute of Medical Research|	115.83	|-31.95| 
| University of Urbino|	0.75|	52.41|
| Universidade Estadual Paulista|	-50.4|	-21.85| 
| Universitas Pelita Harapan|	106.73	| -6.23|
| Quadram Institute|	0.58|	52.6|
| Korea University Medicine (KU Medicine)|	126.92|37.58|
| CSIC - Centro de Biologia Molecular Severo Ochoa (CBM)|	-3.68|40.46
| Royal College of Surgeons - Ireland|	-6.26|53.33
| National Institute for Biological Standards & Control|	-0.28	|51.75 |
| VU UNIVERSITY MEDICAL CENTER	|4.76	|52.3   |
| Cukurova University|	34.64|	37.03|
 | Providence Portland Medical Center|	-122.61	|45.52  |
| University of Toledo Health Science Campus|	-83.55|	41.65|
| University of Sarajevo  |18.38|	43.855|
| VA Pittsburgh Healthcare System|	-80|	40.44|
| EcoHealth Alliance|	-73.98|	40.74|
| Cedars Sinai Medical Center|	-118.42	|34.06|
| Medical University Silesia|	18.92|	50|
| Sidra Medical & Research Center|	51.45|	25.36|
| Museum National d'Histoire Naturelle (MNHN) |2.21|	48.85|
| Medical Research Council Clinical Trials Unit|	-0.13 |51.52|
| Australian Catholic University|	151.17|-33.89|
| IDIBAPS|	2.17|	41.38|
| Graz University of Technology|	15.5|	47.03|
| NIH National Institute of Environmental Health Sciences (NIEHS)|	-78.9	|35.88|
| Medical University of Lublin|	22.56|	51.25|
| Luxembourg Institute of Science & Technology|	6.13|	49.62|
| Chugai Pharmaceutical Co. Ltd.|	139.78|	35.6|
| Pontificia Universidade Catolica de Goias|	-49|	-16.71|
| Tarbiat Modares University|	51.42|35.72|
| Institute of Molecular Genetics of the Czech Academy of Sciences|14.43|50.08|
| Tanta University	|30.75|30.77|
| Novartis|	8.55|	47.37|
| Agilent Technologies	|-122|	37.37|
| Conservatoire National Arts & Metiers (CNAM) |2.35|48.87|
| Agriculture & Agri Food Canada|	-122	| 49.25|
| Institute of Organic Chemistry & Biochemistry of the Czech Academy of Sciences|14.435|	50.08|
| L'Oreal Group |2.33|48.86|
| University of Murcia  |-1.13	|37.98|
| Walter Reed National Military Medical Center	|-77.07|	38.97|
