 | university_name | x_coor | y_coor |
| :-: | :-: | :-: | 
| Zhejiang Ocean University | 119.42| 29.86|
| Massachusetts Institute of Technology (MIT) | -71.10 |42.37 |
| Renmin University of China | 116.33| 40.00 |
| Yanan University | 110.16| 38.23 |
| Fujian University of Technology | 119.18| 26.05|
| Tianjin University | 117.20| 39.10|
| City University of Hong Kong | 114.17| 22.30 |
| University of Glasgow | -4.25| 55.87|
| Hefei University of Technology | 117.28| 31.88|
| Yuncheng University | 112.08| 35.58|
| Hazara University | 72.02 | 34.25 |
| Northeastern University - China | 125.33| 43.90|
| Foshan University | 113.12| 23.02| 
| Sichuan Normal University | 104.04| 30.67|
| University of Sharjah | 55.42| 25.28|
| National University of Defense Technology - China| 116.33| 39.70|
| Max Planck Society | 8.63| 49.50|
| Yanshan University | 117.30| 39.62|
| Beijing Information Science & Technology University  | 116.33| 39.95|
| University of Virginia | -78.51| 38.03|
| Shanghai Jiao Tong University | 121.22| 31.16|
| Aerospace Engineering University | 108.22| 34.20|
| Ministry of Public Security (China) | 116.41| 39.93|
| Kagawa University | 133.95| 34.24|
| Zhengzhou University | 113.64| 34.75|
| Chuxiong Normal University | 101.47| 24.90|
| Inha University | 126.96 | 37.46|
| Zhejiang University | 119.30| 29.87|
| Villanova University | -75.34| 40.03|
| Chengdu University of Information Technology | 104.06| 30.66 |
| Beijing University of Technology | 116.33| 39.95|
| Shenzhen University | 114.05| 22.55|
| China University of Petroleum | 117.18| 38.13|
| Xi'an Modern Chemistry Research Institute | 108.93|  34.15|
| Universitat Siegen | 8.63 | 50.87 | 
| Beijing Jiaotong University | 116.33| 39.96|
| Huazhong University of Science & Technology | 114.35| 30.54|
| China State Construction Engineering Corporation | 116.41| 39.90|
| Chiang Mai University | 98.94| 18.80|
| Yantai University | 121.39| 37.52|
| Cheng Shiu University | 121.57| 25.05|
| Hong Kong University of Science & Technology | 114.26| 22.30|
| Case Western Reserve University | -81.61| 41.50|
| Hong Kong Baptist University| 114.17| 22.30|
| Anhui University of Finance & Economics | 117.27| 31.85|
| Army Engineering University of PLA | 73.04| 26.30|
| Shandong University | 116.99 | 36.65| 
| Jiujiang University | 116.00| 29.70|
| Xuzhou University of Technology | 117.18| 34.10|
| Harbin University of Science & Technology | 126.67| 45.75|
