 | university_name | x_coor | y_coor |
| - | - | - |
| University of Peshawar | 34 | 71| 
| Singapore Management University | 1|24|
| Inner Mongolia University of Technology  | 111|41|
| Ministry of Agriculture & Rural Affairs | 116|39|
| Thapar Institute of Engineering & Technology |76|30|
| University of Rhode Island | -71|41|
|Tianjin Medical University | 117|39|
|University of Tabuk| 36|28|
|Shimane University| 132|35|
|University of Melbourne | 115|38|
|General Research Institute for Nonferrous Metals| 118|39|
|Henan University of Urban Construction|113|34|
|Loughborough University| -1|53|
|GGS Indraprastha University | 77|28|
| Zhengzhou University of Technology|113|34|
|Henan University of Engineering | 113|34|
|West Virginia University| -80|39|
|Iqra University| 74|24|
|Wuhan Naval University of Engineering|114|30|
|Tohoku University| 140|38|
|University of New Mexico|-106|35|
|Shenzhen Institute for Advanced Study UESTC|114|22|
|University of London | -0|51|  
|University College London | -0|51|
|National Astronomical Observatory CAS | 116|40|
|University of California System | -122|38 | 
|University of California San Diego| -117|33|
|University College Cork| -8|51 |
|University of Chinese Academy of Sciences CAS|116|39|
|Southwest Forestry University - China|106|29|
|University of Texas System| -97|30|
|University of Texas Rio Grande Valley| -97|26|
|University System of Georgia| -83|33|
|Georgia Institute of Technology |-84|33|
|Institute of Process Engineering CAS|116|40|
|N8 Research Partnership |-2|54|
|Durham University| -1|55| 
|Academy of Mathematics & System Sciences CAS|116|39 
|Nanyang Technological University|103|1|
|Nanyang Technological University & National Institute of Education (NIE) Singapore|103|1|
|University of California Riverside|-117|34|
|Institute of Chinese Materia Medica CACMS|116|39 
|State University System of Florida |-82|28|
|University of Florida |-82|29|
|University of North Carolina |-79|35|
|University of North Carolina Charlotte |-80|35|
|Changzhi Medical College|113|37|
|Touro University California|-122|38|
|University of Texas Austin| -97|30|
|University of Quebec |-73|46|
