 | university_name | x_coor | y_coor |
| - | - | -|
| Chengdu Institute of Computer Application CAS | 104.06 | 30.67 | 
| National Centre for Physics - Pakistan | 73.06 | 33.68 |
| Southern Illinois University System | -89.51 | 37.71 |
| Southern Illinois University | -89.51 | 37.71 |
| Japan Agency for Marine-Earth Science & Technology (JAMSTEC)| 139.77| 35.67|
|Yantai Institute of Coastal Zone Research CAS | 121.39 |37.52|
|Middle East Technical University | 32.77|39.92|
|Complutense University of Madrid |-3.68|40.42|
|University of Bahrain|50.59|26.21|
|Korea Institute of Science & Technology (KIST)|127.06|37.58|
| University of Quebec Montreal|-73.56|45.51|
|Continental AG|8.68|50.13|
|Institute of High Pressure Physics of the Polish Academy of Sciences|19.94|50.07|
| Polish Academy of Sciences | 21.01|52.23| 
| Pacific Northwest National Laboratory | -119.28| 46.93|
|Shenyang Sport University|123.38|41.80|
|Institute of Quality Standards & Testing Technology for Agro-Products CAAS|116.28|39.92|
|Boston Children's Hospital|-71.10|42.33|
|University of San Francisco|-122.45|37.77|
|Institut National des Sciences Appliquees de Lyon - INSA Lyon|4.91|45.77|
| Institute of Electrical Engineering SAS|17.15|48.15|
|Slovak Academy of Sciences |17.11|48.15|
|Center for Nanophase Materials Sciences|-84.62|35.97|
|CSIC - Instituto de Ciencia de Materiales de Aragon (ICMA)|-1.21|44.13|
|University of Zaragoza|-0.88|41.65|
|CSIC - Centro de Quimica y Materiales de Aragon (CEQMA)|-1.21|44.13|
|CREATES|10.21|55.70| 
|Samara National Research University|50.15|53.20|
|ICREA|2.12|41.39|
|Xinxiang University|113.85|35.39|
|Science & Technology Facilities Council (STFC)|-1.32|51.57|
|Aix-Marseille Universite|5.44|43.30|
|Chongqing College of Electronic Engineering|106.56|29.60|
|Barcelona Institute of Science & Technology|2.12 |41.40| 
|Institut de Ciencies Fotoniques (ICFO)|2.11|41.39|  
|State University of New York (SUNY) Binghamton| -75.88 | 42.10|
|University of Patras|21.74|38.24|
|Mangosuthu University of Technology |30.97|-29.85|
|Thiagarajar College of Engineering|77.74|10.77|
|VIT Vellore|79.08|12.81|
|GMR Institute of Technology|78.17|17.47|
|New Mexico State University| -106.63| 32.28|
|Misr University for Science & Technology|31.21|30.58|
|Huzhou Vocational & Technical College| 120.10| 30.78|
|Potsdam Institut fur Klimafolgenforschung|13.06|52.39|
|SUNY Polytechnic Institute| -75.75| 43.01|  
|Institute for Molecular Science (IMS)|136.18|35.18|
|Graduate University for Advanced Studies - Japan |139.29|35.69| 
| National Institutes of Natural Sciences (NINS) - Japan|135.37|34.69|
|Anshun University |105.93|26.25|
