 | university_name | x_coor | y_coor |
| :-: | :-: |:-: |
|Canterbury Christ Church University|51.2779|-1.0833|
|Wuyi University Fujian|27.7275|117.6311|
|Universite Le Havre Normandie|49.4923|0.1163|
|Jacksonville University|30.3267|-81.6559|
|National Research Institute of Astronomy & Geophysics - NRIAG|30.0433|31.2000|
|Presidency University Kolkata|22.5733|88.3633|
|Rio Tinto|-27.4733|137.4167|  
|Silesian University of Technology|50.2592|19.0344|
|Universidade Federal de Uberlandia|-27.4733|137.4167|
|American University of Beirut|33.8833|35.4975|
|Institute of Macromolecular Compounds of the Russian Academy of Sciences|59.9933|30.3667|
|University of Deusto|43.2543|-2.9333|
|Pfizer|41.3575|-72.9217|
|SOLEIL Synchrotron|48.8167|2.3833|
|Texas State University System|30.6037|-97.46042|
|Lamar University|30.48406|-94.16894|
|Indian Institute of Technology (IIT) - Palakkad|10.3067|77.9018|
|Institute of Desertification Studies CAF|17.09|-1.17|
|Cihan University-Erbil|36.1995|43.9767|
|The Third People's Hospital of Shenzhen|22.547|114.07|
|University of Batna 2|36.3167|6.2167|
|Universite Mohamed Khider Biskra|35.75|5.7333|
|Technical University Liberec|50.7717|15.0225| 
|Istituto di Matematica Applicata e Tecnologie Informatiche Enrico Magenes (IMATI-CNR)|45.2513|10.9813|
|University of Sassari|40.7217|8.52111|
|Universidade Federal de Amazonas|-3.1167|-59.9833|
|Great Ormond Street Hospital for Children NHS Foundation Trust|51.5217|-0.1183|
|University of Southern Mississippi|30.4266|-89.139|
|Shandong University of Traditional Chinese Medicine|36.6738|117.1231|
|Institute of Ion-Plasma & Laser Technologies Named After U.A. Arifov|41.3267|69.25|
|Academy of Sciences of Uzbekistan|41.3183|69.2567|
|Indian Institute of Geomagnetism (IIG)|18.5667|73.8667|
|University of Calcutta|22.5639|88.37|
|Prince of Wales Hospital|-33.9067|151.2208|
|Addenbrooke's Hospital|52.1976|0.2289|
|Cambridge University Hospitals NHS Foundation Trust|52.2|0.117|
|Hefei Normal University|31.8333|117.2833|
|IMT Mines Albi|43.9244|2.1462|
|Multimedia University|2.934|-101.75|
|Fukuoka University|33.5892|130.3904|
|Johns Hopkins University Applied Physics Laboratory|39.1167|76.7833|
|Smithsonian Tropical Research Institute|9.15|-79.85|
|Smithsonian Institution|38.8849|-77.0216|
|American University of Ras Al Khaimah|25.7841|55.9528|
|Geisinger Medical Center|40.9983|-76.8786|
|Macalester College|44.9283|-93.1677|
|Bocconi University|45.47241|9.20999|
|Governors State University|41.4333|-87.85|
|Vitreous Retina Macula Consultants of New York|40.7509|-73.9861|
|Augusta University|33.4667|-81.5333|
