 | university_name | x_coor | y_coor |
| - | - | - |
| Hochschule Darmstadt  | 8.65008 | 49.87483|  
| University of Klagenfurt  |14.30158| 46.62497|
| Mid-Sweden University  |17.30312| 63.18711|
| University of York - UK | -1.0808| 53.95312|  
| Northern Arizona University| 35.18861 |-111.65127|
| NHK Japan Broadcasting Corp|35.67263  |139.75021|  
| Palacky University Olomouc  |17.25264| 49.59258|  
| Wakayama University  | 34.23039 |  135.1676|  
| State Key Laboratory of High Field Laser Physics | 30.54776| 104.06667| 
| CNRS - National Institute for Earth Sciences & Astronomy (INSU)| 2.25903 | 48.85301|
| NASA Jet Propulsion Laboratory (JPL)|   34.20199 |-118.17179|
| National Aeronautics & Space Administration (NASA)| 38.88162 | -77.01637| 
| World Health Organization| 33.15996|44.40392|
| Helsinki Institute of Physics| 24.95709| 60.20107|  
| FOM National Institute for Subatomic Physics| 5.17328| 52.37225|
| Instituto Nacional de Pesquisas Espaciais (INPE)| -23.2134 | -45.8663|
| University of Basel|7.58708 |47.54352 |
| European Organization for Nuclear Research (CERN) | 6.05622 | 46.23189|
| Universite Libre de Bruxelles  | 4.34878 | 50.82811| 
| Kakao|6.45464|6.83465|
| SK Telecom|37.51890|127.03810|     
| SK Group|37.51890|127.03810| 
| Maynooth University|6.601874|-6.601874|
| Istituto Nazionale Astrofisica (INAF)|12.63554 | 41.90221|
| Saint Petersburg State Electrotechnical University| 30.36385| 59.96066|
| Bremen Institute for Applied Beam Technology| 8.82391| 53.08515|
| Universidad Miguel Hernandez de Elche| -0.57741|38.28976|
| Saitama University| 35.82861|139.64833|     
| Gifu University| 35.4548| 136.78|  
| Shibaura Institute of Technology|35.620661|139.767198|     
| University of Bologna|11.34249|44.49542|
|Institute of Chemical Research of Catalonia|2.130924|41.3843| 
|Institute of Science & Technology - Austria|16.361042|48.214038|
| CINBIO   |43.35829|-8.41318|
| Ihsan Dogramaci Bilkent University       |39.88413|32.67918|
| Indian Institute of Science Education & Research  (IISER) Pune| 18.522778| 73.854444|
| University of Valencia    |-0.3712 | 39.46902|
| Austrian Institute of Technology (AIT)|16.3781|48.2309|
|Eskisehir Osmangazi University |39.78002|30.52417|    
|University of Isfahan|32.6528|51.6891|
|Indian Institute of Technology (IIT) - Tirupati|13.65083|79.09194| 
|University of Udine|13.23587|46.06042| 
|Korea Institute of Industrial Technology  (KITECH)|35.175153|126.887084|
|Eskisehir Technical University|39.78002|30.52417|
|Universidade Estadual de Campinas| -22.91167| -47.06053|
|Sogang University|37.50361|126.93|
|Universita Ca Foscari Venezia|12.33014|45.43848|
|University of Sevilla| -5.986389 | 37.377778|
|Utrecht University|5.12222|52.09139|
|Luxembourg Institute of Health| 6.13144|49.61727|
