 | university_name | x_coor | y_coor |  
| - | - | - |
| Guangzhou Maritime University | 113.16  | 23.19 |
| Instituto Superior Tecnico |-9.14551| 38.7413 |
| Kharkiv National University of Radio Electronics| 36.301 | 49.983| 
| LingNan Normal University| 113.51| 23.06|
|Istituto Nazionale per Studi ed Esperienze di Architettura Navale (INSEAN-CNR)| 8.1827|  44.5044|
|Istituto di Ingegneria del Mare (INM-CNR)|-8.7832|  44.4071|  
| Indian Institute of Technology (IIT) - Bhubaneswar|86.0919|20.3133|
| Institute of Deep-Sea Science & Engineering CAS|121.5687| 31.0141| 
| Wright State University Dayton|-84.1309| 39.7615|
| China General Nuclear Power Group|104.1914| 32.5959|
| Vietnam National University Hanoi| 105.8595| 21.0444|
| South Ukrainian National Pedagogical University Named After K. D. Ushynsky|36.2292| 47.9747|
| Institute of Oceanology CAS|121.5687|31.0141 |
| University of Namibia|-15.3792|26.3547 |
| Oles Honchar Dnipro National University |35.0691| 48.4680|  
| Indian Institute of Technology (IIT) - Delhi| 77.2090| 28.5650|
| NITEC University|22.9910|39.5519|
| University System Of New Hampshire|-71.4646|43.0764 |     
| University of New Hampshire |-71.4646|43.0764 |
|Tianjin Research Institute for Water Transport Engineering|117.2070|39.0929|
|University of British Columbia Okanagan|-119.2628|49.8830|
|Moscow Aviation Institute|37.4165|55.8189|
| SUNY Fredonia|-79.3314|42.4515|
| National Institute of Technology Srinagar|74.7777|34.1022|
|Ilichev Pacific Oceanological Institute|142.9306|43.1170|
|SSPA Optics Optoelectronics & Laser Technology of the National Academy of Sciences of Belarus|27.5040|53.9014|  
|Polytechnic University of Bucharest|26.0593|44.4500|  
| Modern Sciences & Arts University (MSA)|32.0650|36.2458|  
| Kermanshah University of Medical Sciences|34.3098|47.0880|
|National Penghu University of Science & Technology|119.5570|23.5870| 
| Panzhihua University|101.7148 |26.5524|
| Gree Electric|115.036|29.8155| 
| Airlangga University|-7.2783|-9.8312| 
| Shandong Management University|117.1360|36.6670|
| Universidad de Cuenca|-2.8898|-78.9227|
| Centre de Recherche Scientifique et Technique en Analyses Physico-Chimiques|5.6000|36.7600|
|Tula State University|37.6160|54.2000|
| Tianjin University of Sport|117.2887|39.1051| 
| Tianjin Foreign Studies University|117.1841|39.1145|  
| Ningbo Polytechnic|121.5482|29.8827| 
| Institute of Automation & Control Processes Far East Branch of the Russian Academy of Sciences|135.0806|43.1170|
| Liaoning Police College|123.4250|41.8140|
| Joint Institute for Nuclear Research - Russia|37.5000|55.6300|
| Raytheon Technologies |-72.1154|41.7628|
| Pratt & Whitney|-72.6853|41.8149|  
| Jilin Business & Technology College|126.5490|43.8369| 
| University of Tun Hussein Onn Malaysia|103.6167|02.8990|
| Korea Aerospace Research Institute (KARI)|127.5718|37.4213|
| Chongqing Vocational Institute of Engineering|106.4450|29.4390|
| Korea Institute of Materials Science (KIMS)|127.1654|37.4857|
