 | university_name | x_coor | y_coor |  
| - | - | - |
| Zentrum fur Europaische Wirtschaftsforschung (ZEW)  |8.6725|49.8747|
|Lobachevsky State University of Nizhni Novgorod|56.3161|43.0057|
|Homi Bhabha National Institute|19.0728|72.8826|
|Harish Chandra Research Institute |28.4154|77.1289|
|Equinor|10.7522|59.9153|
|Bangladesh University of Business & Technology (BUBT)|23.7362|90.3869|
|Horia Hulubei National Institute of Physics & Nuclear Engineering|26.0361|44.3583|
|VA Boston Healthcare System|42.3583|-71.0583| 
|Nyenrode Business University|52.2298|5.3811|
|Universiti Malaysia Sabah|5.9783|116.0717|
|Moscow Institute of Physics & Technology|55.8211|37.3442|
|Tecnologico de Monterrey|25.6734|-100.3104|
|National Technical University of Athens|37.9778|23.7333|
|Gazprom|55.7558|37.6144|
|Finnish Meteorological Institute|24.9664|60.1713|
|Bruker Nano GmbH|46.0417|14.2794|
|Bruker Corporation|42.3556|-71.0292|
|Universite de Tunis-El-Manar|36.8344|10.2294|
|Universite de Bejaia|36.75|5.0833|
|Jeju National University|33.489|126.5317|
|Zhaotong University|27.3375|103.7642|
|Dogus University|41.0625|29.0167|
|Ninevah University |36.2886|43.1365|
|Chuo University|35.6992|139.7417|
|Saratov Scientific Center of the Russian Academy of Sciences|51.556|46.034|
|Severtsov Institute of Ecology & Evolution|55.7008|37.5236|
|Le Quy Don Technical University|10.783|106.677|
|CSIR - Central Glass & Ceramic Research Institute (CGCRI)|22.5783|88.4092|
|Institute of State & Law of the Russian Academy of Sciences|55.7444|37.6192|
|Plekhanov Russian University of Economics|55.7442|37.6225|
|Islamic University Gaza|31.5017|34.4497|
|Institute of Technology Tralee|52.2611|-9.7236|
|CSIC - Instituto de Ciencia & Tecnologia de Polimeros (ICTP) |43.3667|-8.2833|
|St Petersburg Academic University|59.9378|30.3606|
|Delta University for Science & Technology|32.7792|13.1356|
| Changhong |31.7833 | 104.2|
|Bar Ilan University |32.09| 34.8294|
|Tottori University|35.5072|134.2357|
|Rikkyo University |35.7139|139.7203|
|Gran Sasso Science Institute (GSSI)|42.4167|13.5833| 
|Universidade de Ribeirao Preto|-21.1444|-47.8083|
|Obuda University |47.4667|19.0667|
|California State University Long Beach| 33.767| -118.192|
|International Business Machines (IBM) |41.1174| -73.7402|
|Daewoo Shipbuilding & Marine Engineering Co. Ltd |35.15| 128.616|
|National Institute of Science Education & Research (NISER)|20.2583|85.8242|
|MGIMO University|55.7472|37.6131|
|North-Eastern Federal University in Yakutsk|62.0289|129.6789|
|North Carolina A&T State University|36.12|-79.74|
|Southern Theater Command General Hospital|22.5667| 113.9167|
