 | university_name | x_coor | y_coor |
| - | - | - |
| Indian Institute of Technology (IIT) - Kharagpur| 87.300    | 22.440|
| University of Toledo| 84.108| 41.719|
| Kettering University| 84.011 | 43.025  |
| CNRS - Institute for Humanities & Social Sciences (INSHS)| 5.500| 50.0000 | 
| IESEG School of Management | 3.167| 50.567 |
| Merck & Company |40.360| -75.024| 
| Universiti Malaysia Pahang| 103.320  |  3.388|
| Guangzhou Institute of Geochemistry CAS| 113.800 | 23.203|
| Fritz Haber Institute of the Max Planck Society | 13.280 | 52.520|
| Fort Wayne Metals Research Products Corp.|85.139| 41.017 |
| Xi'an University of Finance & Economics|108.970| 34.270|
| Al-Yamamah University| 47.400| 24.700|
| National Institute of Information & Communications Technology (NICT) - Japan|139.450| 35.400|
| Colorado School of Mines|105.220| 39.740|
| Softwarepark Hagenberg| 14.100| 48.300|  
| Institute of Apicultural Research CAAS|116.270| 39.900|
| Nottingham Trent University| -1.168| 52.950|
| Razuvaev Institute of Organometallic Chemistry|56.300| 60.600|
| Leipzig University|12.400| 51.300 |
| Pazhou Lab| 113.800| 23.203|
| Howard Hughes Medical Institute| -77.100|38.910|
| Karadeniz Technical University|39.820|41.140|
| A*STAR - Bioinformatics Institute (BII) | 103.68  | 1.29|
| State Key Lab Oncology South China| 113.800 | 23.203|
| University Massachusetts Dartmouth|-71.070|41.620|
| Nanjing Institute of Astronomical Optics & Technology NAOC CAS|118.800|32.030| 
| Purple Mountain Observatory CAS|118.230 |32.030 |
| VITO| 5.133 |50.900|
| Shanghai University of Electric Power|121.400|31.200|
|Erasmus University Rotterdam - Excl Erasmus MC|4.481|51.917|
|Erasmus University Rotterdam|4.481|51.917|
| Shenzhen Children's Hospital|114.050|22.630|
| Abu Dhabi University| 54.370 |24.450|
| Anhui Institute of Optics & Fine Mechanics (AIOFM) CAS | 117.167| 31.85  |
| Tan Tock Seng Hospital|103.810|1.30 |
| Universite Clermont Auvergne (UCA)|2.880|45.770|
| Mesnac| 121.520|31.240|
| Shanghai Lixin University of Accounting & Finance| 121.400 |31.16 |
| Mechanical Engineering Research Institute of the Russian Academy of Sciences|37.530|55.780 |
| Nippon Veterinary & Life Science University |139.770|35.630|
| Nokia Corporation |60.170|24.930|
| Hong Kong University of Science & Technology (Guangzhou)| 113.73|23.21|
| Jimei University| 117.140 |24.485|
| Soongsil University |126.980 |37.556 |
| Sichuan Agricultural University| 103.810 |30.670 |
| Shanghai Institute of Organic Chemistry CAS| 121.440|31.160|
| Wonkwang University |128.130 |35.161|
| United States Army| -77.100|38.910|
| US Army Research Development & Engineering Command (RDECOM)| -77.100|38.910|
| United States Department of Defense| -77.100|38.910|
