 | university_name  | x_coor | y_coor |
| :-: | :-: | :-:|
| University of Texas School Public Health| -97.033609 | 29.70977 | 
| Hautes Etudes Commerciales (HEC) Paris| 2.376304 | 48.85661|
| Hamad Medical Corporation | 51.5215 | 25.2948 |
| National Institute of Technology Patna| 85.1425 | 25.5911|
| Universidade Federal de Lavras| -44.9412| -21.2375|
| Sodertorn University | 17.6 | 59.2 |
| CSIC - Instituto de Ciencias de la Construccion Eduardo Torroja (IETCC)| -3.601898 | 40.405221|
| Institute of Thermomechanics of the Czech Academy of Sciences| 14.47563 | 50.07963|
| Abant Izzet Baysal University| 30.5336 | 40.6328|
| Shenzhen Traditional Chinese Medicine Hospital| 114.0557 | 22.5431|
| Amrita Vishwa Vidyapeetham Coimbatore| 76.9557 | 11.0197 |
| Amrita Vishwa Vidyapeetham| 76.9557| 11.0197|
| West Chester University of Pennsylvania| -75.5833 | 39.9552|
| Nokia Finland| 24.8115 | 60.1725|
| Global Institute for Water Security | -106.6599 | 52.13031|
| Yasouj University| 31.4167| 30.4167|
| Czech University of Life Sciences Prague| 14.4545| 50.0789|
| Poznan University of Life Sciences |16.923889 | 52.404722|
| DAV University Jalandhar| 75.5781 |31.3269|
| Punjab Engineering College (Deemed University) |75.7069 |30.7366 |
| Kaohsiung Medical University Hospital| 120.3144 |22.6204   |
| Unitec NZ| -36.86711|174.76313|
| Karabuk University| 33.2258 | 41.1700 |
| Westminster International University Tashkent| 69.2833 | 41.2 |
| eBay Inc.| 37.7833|  -122.3833| 
| HOGENT University College of Applied Sciences & Arts| 3.7246   |51.0545|
| NASA JOHNSON SPACE CENTER |-95.1     | 29.5556 |
| Xiangnan University|112.338611| 22.830556|
| Institute of Mathematical Statistics & Applied Mathematics of Romanian Academy | 26.1040| 44.4361|
| Guru Jambheshwar University of Science & Technology|29.595| 76.776 |
| Saigon University| 106.6833| 10.8333| 
| Voronezh State University of Forestry & Technologies named after G.F. Morozov|39.21| 51.71|
| Istituto dei Materiali per l'Elettronica ed il Magnetismo (IMEM-CNR)| 8.7| 45.5 |
| RWTH Aachen University Hospital| 6.083056| 50.775278|
| Physical & Technical Institute of the National Academy of Sciences of Belarus|27.5672| 53.9014|
| Ho Chi Minh City Open University|106.6833| 10.8333| 
| Hewlett-Packard |37.5444| -122.0822|
| Indian Institute of Information Technology Design & Manufacturing Jabalpur |23.1667| 79.9333|   
| Yeshwantrao Chavan College of Engineering|21.1397| 79.0771 |   
| Delaware State University| -75.6| 39.7472|  
| KLA Corporation| 37.4066| -122.0275 |  
| CSIR - Advanced Materials & Processes Research Institute (AMPRI)|76.7212| 30.7092|  
| Russian State University of Tourism & Service|60.0| 30.3|
| Suleyman Demirel University - Kazakhstan|46.2333| 51.7667|
| Indian Institute of Technology (IIT) Jammu |32.7222| 74.8556|
| Shahrekord University|32.2842| 50.8516|
| Mekelle University|13.4992| 39.4792 |
| Ondokuz Mayis University| 36.5615| 36.4948 | 
| Sari Agricultural Sciences & Natural Resources University (SANRU)|53.0644| 36.561|
| National Institute of Technology Agartala| 91.2178| 23.8142|
