 | university_name | x_coor | y_coor|
| :-: | :-: | :-:|
| Princess Nourah bint Abdulrahman University|24.754894 | 46.701956 | 
| Xi'an Medical University|109.047944|34.177778|
| University of Belgrade| 20.455320	|44.818528|
| Amazon.com |47.609914| -122.336069|
| Baylor College of Medicine|29.710300|-95.390400|
| Military University of Technology in Warsaw|21.031742 |52.228056 |
| Pakistan Institute of Nuclear Science & Technology|33.642282 |72.787283|
| Karamanoglu Mehmetbey University |37.290823|32.540572|
| University of Technology- Iraq |33.303671 |44.456528|
| National Engineering Research Center for Water Transport Safety|114.199778|22.566667  |
| Nile University |30.104452|31.208439 | 
| Universite de Bourgogne | 4.825859 | 47.311261|
| Saveetha School of Engineering|80.158464|12.932038|
| Saveetha Institute of Medical & Technical Science|80.158464|12.932038|
| Shiv Nadar University|28.428563|77.554000|
|University of Petroleum & Energy Studies (UPES) |28.428563|77.554000| 
| University of Granada |-3.603515|37.184029|
|Ho Chi Minh City University of Technology (HCMCUT)|106.629722|10.769722|
|Iwate Prefectural University|141.148105|39.720219|
|Mohammed V University in Rabat|-6.861597 | 34.013121|
|U.S. Army Corps of Engineers|38.883331|-77.016670|
|U.S. Army Engineer Research & Development Center (ERDC)|-89.013649 |33.303671|
|Old Dominion University |-76.298762|36.886433|
|Munzur University |39.258702|38.767493|
|Guang'anmen Hospital CACMS|116.431389|39.928889|
|Arts et Metiers Institute of Technology|1.341660|43.604198|	
|Moscow State University of Civil Engineering|37.519722|55.725278| 
|University of Veterinary & Animal Science - Pakistan|73.255556|33.705278|
|Korea Institute for Advanced Study (KIAS)|126.996389|37.568333|
|Ewha Womans University|126.941944|37.556111|
|CSIR - Indian Institute of Integrative Medicine (IIIM)|74.830269|34.207873|
|Azienda Ospedaliero Universitaria Pisana|10.404519|43.720300|
|Helmholtz-Center Potsdam GFZ German Research Center for Geosciences|13.056215 | 52.381733|
|CSIC-CAR-UR - Instituto de Ciencias de la Vid y del Vino (ICVV)|-3.025451 | 41.116286|
|Institut de Recerca Biomedica - IRB Lleida|0.627451|41.617537|	
|Universidad de La Rioja| -2.451632|42.457218|
|Agricultural Research Center - Egypt|31.15 |30.05|
|Pitzer College|-117.720243|34.102428|
|Claremont Colleges| -117.723391|34.096761|
|CSIC - UPV EHU - Centro de Fisica de Materiales (CFM)|-2.333333 | 43.300278|
|Institut National des Sciences Appliquees de Toulouse|1.443611|43.604167|
|St. Petersburg Scientific Centre of the Russian Academy of Sciences |30.359722 | 59.930556|
|Ioffe Physical Technical Institute|30.323151|60.024890|
|Mays Business School|	97.729444|30.613889|	
|Technische Universitat Wien|16.373056|48.208333|
|SVKM's NMIMS (Deemed to be University) |72.864305|19.072835|
|Irkutsk National Research Technical University (INRTU)|104.296111|52.285278|
|Mianyang Teachers' College|104.753889|31.480278|
|The Santa Fe Institute|-106.092222|35.688611|
|International School for Advanced Studies (SISSA) |13.777631|45.807152|
