 | university_name | x_coor | y_coor | 
| - | - | - |
|Southwest University of Science & Technology - China|104.07|30.67|
|Pusan National University|129.05|35.18|
|University of Strathclyde|-4.25|55.88|
|National Research Institute for Family Planning - China|116.32|39.93|
|King Abdullah University of Science & Technology|39.09|22.32|  
|Hubei University of Economics|114.36|30.50| 
|Beijing Electronic Science & Technology Institute|116.28|40.05|
|Shanghai University of Medicine & Health Sciences|121.41|31.25|
|Southeast University - China|118.78|32.05|
|Guizhou Institute of Technology|107.21|26.57| 
|University of Chinese Academy of Social Sciences|116.39|39.95|
|Karolinska Institutet|18.05|59.40|
|Osaka University|135.50|34.70|
|Ho Chi Minh City University Economics|106.65|10.77|
|China Academy of Information & Communication Technology|116.23|39.88|
|University of Lahore|74.35|31.55|
|North China University of Science & Technology|117.18|38.88|
|Bahauddin Zakariya University|72.68|31.25|
|Inner Mongolia University of Science & Technology|111.68|40.83|
|MinNan Normal University|118.09|24.48|
|University of Twente|6.89|52.22|
|Stevens Institute of Technology|-74.00|40.75|
|Nelson Mandela African Institution of Science & Technology|-8.38|-13.25| 
|Academy of Armored Forces Engineering - China|117.05|39.58|  
|Beijing Academy of Agriculture & Forestry Sciences (BAAFS)|116.20|40.00|
|Kumamoto University|130.70|32.83|
|China Meteorological Administration|116.20|39.93|
|La Trobe University|145.13|-37.52|
|University of Dar es Salaam|6.82|-39.25|
|Jiangsu University of Science & Technology|118.82|32.35|
|Syracuse University|-76.13|43.07|
|Hubei University|114.87|30.57|
|Coventry University|-1.50|52.40|
|Dibrugarh University|94.90|27.48| 
|Aviation University Air Force|117.27|38.18|
|Liaoning University of Traditional Chinese Medicine|123.40|41.78|
|Harbin Medical University|126.65|45.80|
|ZTE|113.13|22.30|
|University of Western Australia|115.83|-31.95| 
|Korea Advanced Institute of Science & Technology (KAIST)|127.30|36.35|
|Technion Israel Institute of Technology|32.78|35.00|
|Shanxi Datong University|113.30|40.10|
|Sichuan University of Science & Engineering|104.10|30.67|
|Northwest A&F University - China|108.24|34.34|
|Guangdong Polytechnic Normal University|113.38|23.12|
|China Jiliang University|113.43|22.30|
|McMaster University|-79.87|43.25|
|Chinese Academy of Inspection & Quarantine|116.47|39.93|
|Henan Normal University|113.15|34.73|
|Shanghai Maritime University|121.45|31.45|
