 | university_name | x_coor | y_coor |
| - | - | - |
|United States Department of Energy (DOE)| -77.0247| 38.8893|
|National Institute of Informatics (NII) - Japan| 139.6917|  35.6826|
|Research Organization of Information & Systems (ROIS) |136.6993|  35.6744|
|Temple University|  -75.1479| 39.9815|
|Queen Mary University London|   0.0437| 51.5182|
|Bowling Green State University|  -83.6482| 41.3784|
|University System of Ohio| -82.4128|40.0980|
|Fujian Institute of Research on the Structure of Matter CAS|119.3332|  26.0817|
|Biotechnology Research Institute CAAS| 116.2658|39.9867|
|Meijo University| 137.4913| 35.1305|
|University of Washington Seattle|-122.3165|47.6558|
|University of Washington|-122.3068|47.6558|
|Institute of Microbiology CAS|116.302|39.9906|
|Idaho| -114.771 |43.6187|
|University of Idaho|-117.0|43.792|
|Institute of Electrical Engineering CAS|116.2902|39.9906|
|Institute of Medicinal Plant Development - CAMS|  116.197 |39.529|
|Mae Fah Luang University|99.7622|19.2969|
|Institute of Coal Chemistry CAS|117.4878|39.0313| 
|University of Texas Dallas|-96.8005 |32.9867|
|University of Memphis|-89.9783 |35.1193|
|Institute of Information Engineering CAS|116.431 |40.2005|
|University of Manchester|  -2.2344 | 53.4657|
|Shenzhen Institute of Advanced Technology CAS| 114.0559| 22.583 |
|Ohio State University| -83.0306|40.0041|
|University of Illinois Urbana-Champaign|-88.2284|40.1138 |
|University of Illinois System|-88.4622|40.1887|
|RLUK- Research Libraries UK| -0.1278| 51.5074|
|Shenzhen Research Institute City University of Hong Kong|114.1 |22.58|
|Innovation Academy for Microsatellites CAS|117.1693|39.1278| 
|Massachusetts General Hospital| -71.0679|42.3623|
|University of California Merced|-120.439|37.3709|
|Institute of Chemistry CAS|116.2819|39.9912|
|University of Minnesota Twin Cities|  -93.2219|44.9719|
|University of Minnesota System|-92.2215|45.9067|
|National Space Science Center CAS|116.221 |39.8614|
|Institute of Automation CAS|116.324|39.9887|
|Chinese Academy of Fishery Sciences|116.414|39.9909|
|Fishery Engineering Research Institute CAFS|116.493|40.4053|
|Institute of Applied Physics & Computational Mathematics - China|128.6519|45.7517|
|China Nuclear Power Engineering Co Ltd.|114.3576|30.5538|
|University of Bristol|  -2.6037|51.4545|
|University of West England|-2.5879|51.4563|
|Xi'an Technological University|108.9498|  34.2133|
|Lenovo|114.4931 |40.2039|
|Legend Holdings|118.7118| 31.0142| 
|University of Cincinnati|-84.5216|39.1391|
|University of Texas at San Antonio (UTSA)|-98.4936|29.4267| 
|Shenyang Institute of Automation CAS|123.4282|41.8065|
|California State University System|-119.7128 |36.7781|
