 | university_name | x_coor | y_coor |  
| - | - | - |
|CAS Institutes of Science & Development|113.9255|22.8176|   
|University of Texas Arlington|–97.1094|32.7357|
|Xi'an Institute of Optics & Precision Mechanics CAS|108.9521|34.2594|  
|Corning Inc|–77.0586|42.1434|
|ETH Zurich|8.5519|47.3769|  
|Monash University|145.1318|–37.8910|     
|Monash University Sunway|101.6080|3.1484|
|Illinois Institute of Technology|–87.6751|41.8386|  
|Texas A&M University System|–96.3415|30.6201|   
|Texas A&M University College Station|–96.3415|30.6201|
|Chang Gung University|121.3186|25.0394|  
|National Research Council Canada|–75.6915|45.4043|   
|University of California Davis|–121.7405|38.5454|  
|Institute of High Energy Physics CAS|116.3288|39.8668|  
|University of California Irvine|–117.8413|33.6448| 
|National Textile University - Pakistan|74.3487|31.5545|
|Ministry of Natural Resources of the People's Republic of China|116.4014|39.9055|
|University of Tennessee System|–84.1902|35.9606|      
|University of Tennessee Knoxville|–83.9243|35.9589|
|Cancer Institute & Hospital - CAMS|116.4271|39.9553| 
|Jinggangshan University|114.7311|27.6236|     
|Shanxi Institute of Technology|112.5616|37.8826|  
|Newcastle University - UK|–1.6134|54.9733|  
|Tarim University|80.2688|41.7619| 
|Indian Association for the Cultivation of Science (IACS) - Jadavpur| 88.3516|22.5667|
|Department of Science & Technology (India)|77.2090|28.6132|  
|Sandia National Laboratories|–106.5393|35.0667|
|Guangdong Academy of Sciences|113.2873|23.1167|     
|Institute of New Materials Guangdong Academy of Sciences|113.2356|23.1156| 
|Institute of Microelectronics CAS|113.9016|22.5469|  
|Ecole Centrale de Lyon|4.8529|45.7679|   
|China National Institute of Standardization|116.3358|39.8617|    
|Dublin City University|–6.2603|53.3744|  
|Auburn University|–85.4906|32.6061|       
|Auburn University System|–85.4906|32.6061|  
|National Institutes of Health (NIH) - USA|–77.1071|38.9869|   
|NIH National Cancer Institute (NCI)|–77.1071|38.9869|
|Polytechnique Montreal|–73.5730|45.4974|     
|Picardie Universites|2.2858|49.3655| 
|Universite de Technologie de Compiegne|2.8230|49.2366|
|Duquesne University|–79.9597|40.4392|  
|University of Science & Technology Liaoning|123.4258|41.8209|
|National Metrology Institute of Japan|139.7431|35.6827|
|The Institute of Remote Sensing & Digital Earth CAS|116.3853|39.9777| 
|Beijing Normal University Zhuhai|113.5450|22.2728|    
|Institute of Engineering Thermophysics CAS|116.3565|39.9245| 
|China Academy of Chinese Medical Sciences|116.4208|39.9594|  
|Lithuanian Institute of Agrarian Economics|25.2798|54.6892|  
|Suzhou Institute of Nano-Tech & Nano-Bionics CAS|120.6204|31.3037| 
|University of Balochistan|66.9923|29.3716|
