 | university_name | x_coor | y_coor |
| :-: | :-: | :-: |
| Royal Liverpool & Broadgreen University Hospitals NHS Trust|-2.47|53.47|
| Higher Colleges of Technology - United Arab Emirates|55.33|25.25| 
| Icahn School of Medicine at Mount Sinai|-73.97|40.78|
| VA Palo Alto Health Care System|-122.17|37.42|
| Institut Curie|2.33|48.83|
| National Centre for Nuclear Research|20.97|52.25|
| Comision Nacional de Energia Atomica (CNEA)|-58.8|-33.43| 
| Shandong Agriculture & Engineering University|117.17|36.07|
| Hungarian Institute for Nuclear Research|20.07|47.63|
| SAS Institute Inc|-80.83|35.22|
| Universita Kore di ENNA|14.38|37.38|
| Nuclear Physics Institute of the Czech Academy of Sciences|14.47|49.83 |
| Universidad de Huelva|-6.92|37.25|
| Harbin Institute of Technology Graduate School at Shenzhen|114.05|22.53|
| STMicroelectronics|7.47|45.82|
| University of Insubria|8.97|45.97|
| Shenyang Pharmaceutical University|123.42|41.82|
|University College of Southeast Norway|9.82|58.25|
| Andhra University|83.17|17.68|
| Zhejiang Shuren University|120.23|30.14|
| Ganpat University|73.08|21.72|
| Southern Cross University|153.62|-32.51| 
| Bangalore University|77.57|12.97|
| TU Clausthal|10.45|51.83|
| Mitchell Hamline School of Law|-93.16|44.92|
| Isfahan University of Technology|32.67|32.67|
| Drake University|-93.65|41.63|
| University of Prince Edward Island|-63.22|46.23|
| Nepal Academy of Science & Technology (NAST)|85.32|27.68|
| Universite Abbes Laghrour Khenchela|7.33|35.42|
| University of Moncton|-64.82|46|
| Shenyang Institute of Engineering|123.55|41.73|
| Yunnan University of Chinese Medicine|102.68|25.03| 
| Southwest University of Political Science & Law - China|104.05|29.55|
| Shanghai Customs College|121.58|31.22|
| Taichung Veterans General Hospital|120.67|24.15| 
| Universidad de Cordoba|-64.18|-31.42|
| IHE Delft Institute for Water Education|4.38|52.02|
| Jiangxi University of Traditional Chinese Medicine|115.98|28.68|
| University of Abomey Calavi|2.38|6.43|
| Physikalisch-Technische Bundesanstalt (PTB)|8.58|52.15|
| Texas Womans University|-96.73|33.22|
| Guilin Tourism University|110.07|25.28| 
| Belgorod State Technological University|36.57|50.62|
| Shenzhen Stock Exchange (SZSE)|114.05|22.33|
| Huangshan University|118.3|29.72|
| Universidad de Concepcion|-73.03|-36.82|
| Copperbelt University|28.25|-12.65|
| University of Barishal|90.38|22.77|
| Deloitte Touche Tohmatsu Limited|-77.38|43.67|
