 | university_name | x_coor | y_coor |
| - | - | - |
| Hochschule Darmstadt  | 8.65 | 49.87 |
| University of Klagenfurt | 14.31  | 46.63|
| Mid-Sweden University | 17.35| 63.83|
| University of York - UK | -1.04| 53.95|
| Northern Arizona University| -111.65| 35.18|
| NHK Japan Broadcasting Corp | 139.76| 35.67|
| Palacky University Olomouc | 17.25| 49.59| 
| Wakayama University| -13 | 33.79|
| State Key Laboratory of High Field Laser Physics | 116.32|39.95|
| CNRS - National Institute for Earth Sciences & Astronomy (INSU)|5.06| 43.18|
| NASA Jet Propulsion Laboratory (JPL)|-118.17| 34.20|
| National Aeronautics & Space Administration (NASA)|-77.05| 38.85|
| World Health Organization|12.11 | 46.20|
| Helsinki Institute of Physics | 25.00| 60.17|
| FOM National Institute for Subatomic Physics | 5.17| 52.22|
| Instituto Nacional de Pesquisas Espaciais (INPE)|-49.13| -23.56|
| University of Basel |7.58 | 47.55| 
| European Organization for Nuclear Research (CERN)|6.05| 46.23|
| Universite Libre de Bruxelles |4.35|50.85|  
| Kakao|127.05|37.50|
| SK Telecom|127.05|37.58|
| SK Group|127.05|37.57|
| Maynooth University|-6.59 | 53.38|
| Istituto Nazionale Astrofisica (INAF)|12.25| 41.90|  
| Saint Petersburg State Electrotechnical University|30.36 |  59.94|
| Bremen Institute for Applied Beam Technology |8.81| 53.08|
| Universidad Miguel Hernandez de Elche |-0.52| 38.28|  
| Saitama University|139.64 | 35.87|
| Gifu University|136.70 | 36.41|  
| Shibaura Institute of Technology|139.72| 35.61|
| University of Bologna|11.34  | 44.49|  
| Institute of Chemical Research of Catalonia |2.12 | 41.38|  
| Institute of Science & Technology - Austria |16.3| 48.21| 
| CINBIO|-8.62 | 42.0|  
| Ihsan Dogramaci Bilkent University|32.69 | 39.88|
| Indian Institute of Science Education & Research (IISER) Pune|73.84|18.44| 
| University of Valencia|-0.38| 39.47|
| Austrian Institute of Technology (AIT) |16.22| 48.18|  
| Eskisehir Osmangazi University|30.46|39.77 |  
| University of Isfahan |32.65|32.66 |
| Indian Institute of Technology (IIT) - Tirupati|79.47|13.64 |
| University of Udine|13.24 | 46.06|
| Korea Institute of Industrial Technology (KITECH)|128.41 | 36.01| 
| Eskisehir Technical University|30.52|39.78|
| Universidade Estadual de Campinas|-47.06 |  -22.83|
| Sogang University|126.93|37.56 |  
| Universita Ca Foscari Venezia| 12.32| 45.43|
| University of Sevilla|-5.96|37.38 |  
| Utrecht University|5.12|52.09 |
| Luxembourg Institute of Health |6.13|49.61|
