 | university_name | x_coor | y_coor | 
|-|-|-|
|Birkbeck University London| -0.12496| 51.5235|
|University of London School Oriental & African Studies (SOAS)| -0.1241| 51.5167|
|National Center for Chronic & Noncommunicable Disease Control & Prevention Chinese Center for Disease Control & Prevention |116.4234|39.9464 | 
|Institute of BioMedical Engineering - CAMS |116.4803| 40.0269|
|Kaunas University of Technology |23.8953|54.9056 |
|National Marine Environmental Monitoring Center|120.7123| 30.6249|
|Universidad Nacional de Colombia|-74.0809|4.5981|
|Bashkir State Medical University |54.3053| 56.0141| 
|Institut d'Etudes Politiques Paris (Sciences Po)|2.3270|48.8667| 
|Samara Scientific Center of the Russian Academy of Sciences |53.2092|50.1503|
|University of Oklahoma Health Sciences Center|-97.2619|35.4705| 
|Grenoble Ecole Management|5.7191|45.1711|
|Guangzhou Institute of Geography Guangdong Academy of Sciences|113.4139| 23.1319| 
|Shougang Group |116.4447|39.4086|
|Nanjing Normal University of Special Education |118.8281| 32.0606|
|GlobalFoundries |73.1408|42.7257|
|CSIC-UIB - Instituto de Fisica Interdisciplinar y Sistemas Complejos (IFISC)|2.7299|39.5752|
|National Astronomical Observatory of Japan (NAOJ)|139.5472|35.6714|
|Beijing Advanced Sciences & Innovation Center CAS|116.5381|39.8164|
|American University of Sharjah |55.4693|25.1947|
|Gansu University of Political Science & Law|102.4158|36.0738| 
|Swiss Federal Institute of Aquatic Science & Technology (EAWAG)|8.3743 |47.3951|
|National University of Political Studies & Public Administration|26.0246|44.4361|
|Changchun University of Chinese Medicine|125.4132|43.8192|
|Resources for the Future| -77.0507|38.9119|
|Xiamen Tungsten Co Ltd |118.1069|24.4621|
|Beijing Institute of Genomics CAS|116.4415|39.8642|
|NASA Goddard Space Flight Center| -76.8569|38.9951| 
|California State University Fullerton|-117.8815|33.8799|
|Infrastructure University Kuala Lumpur (IUKL)|3.1502|101.7162|
|Norwegian University of Life Sciences|10.3923|59.6704|
|Leibniz Institut fur Plasmaforschung und Technologie|6.6790|49.4910|
|South Eastern University of Sri Lanka|81.8535| 6.8568|
|A*STAR - Singapore Bioimaging Consortium (SBIC)|1.2954|103.7710|
|A*STAR - Institute of Bioengineering & Bioimaging (IBB)|103.7710|1.2954|
|Natural Environment Research Council (NERC)|-3.1876| 50.7289| 
|Plymouth Marine Laboratory| -4.1406|50.3739|
|NERC National Centre for Earth Observation|-4.2131| 52.1952|
|University for Development Studies|-0.1523|10.3969|
|Innovative Scientific Solutions Inc.|-77.7122|38.8801| 
|Plastic Surgery Hospital - CAMS| 116.4767|39.9441|
|Yokohama City University |139.6308|35.4477|
|Institute of Eco-environmental & Soil Sciences Guangdong Academy of Sciences|113.3194|23.1659| 
|David Geffen School of Medicine at UCLA|-118.4452|34.0686|
|University of California Los Angeles Medical Center |-118.441|34.0599|
|October 6 University (O6U) |75.8723|21.1014|
|Ain Shams University|31.2431|30.0376|
|Telkom University|-6.9291|-7.2656|
|Universidade Federal do Espirito Santo| -40.3054 |-20.3028|
|Lishui University|119.9178|28.4580|
