 | university_name | x_coor | y_coor |
| - | - | - |
| Michigan State University | -84.4847 |42.7019 |  
| Northwest Institute for Nonferrous Metal Research - China   |116.814|40.873|
| Jilin University  |126.560|43.880 | 
| Air University Islamabad |73.148|33.6249|
| Queensland University of Technology (QUT) |153.025|-27.565|
| University of Calgary|114.085|51.0813|  
| University of Kwazulu Natal|-30.379|30.2528|
| Hubei University of Arts & Science  |115.308|30.5839|
| China North Industries (NORINCO)|116.2727|39.9138|  
| Harbin Engineering University|126.641|45.776|
| State Oceanic Administration|116.405|39.908|
| University of Jinan|116.988|36.682|  
|University of British Columbia|123.255|49.264|
|University of Cassino|13.715|41.787|  
|Chinese University of Hong Kong|114.2|22.415|  
|Xidian University|108.966|34.237|
|Aviation Industry Corporation of China (AVIC)|116.426|39.922|
|Southwestern University of Finance & Economics - China |104.114|30.640| 
|Macau University of Science & Technology|113.560|22.170|
|Lanzhou Jiaotong University|103.801|36.064 |
|Anhui University of Science & Technology|117.160|31.810|  
|Western University (University of Western Ontario)|81.274|43.014|
|Beijing Academy of Science & Technology|116.381|39.926|
|Chinese University of Hong Kong Shenzhen|114.102|22.527|
|Northwest Institute of Nuclear Technology - China|106.63|35.57|
|Soochow University - China|120.618|31.257| 
|University of Oslo|10.752|59.94|
|China Aerospace Science & Technology Corporation (CASC)|116.324|39.997|
|Nagoya University|136.907|35.179|
|Toronto Metropolitan University|-79.396|43.662|
|China Institute of Atomic Energy|116.313|39.871|
|Nanjing University of Aeronautics & Astronautics|118.816|32.099|
|North China University of Technology|117.168|39.123|
|East China Jiaotong University|120.196|31.31|
|Mudanjiang Normal University|127.63|44.583|
|Erbil Polytechnic University|44.011|36.189|
|CAPITAL UNIVERSITY OF PHYSICAL EDUCATION AND SPORTS|116.399|39.949|   
|University of Edinburgh|-3.192|55.948|
|Dalian Maritime University|121.614|38.914|
|Tianjin University Science & Technology|117.22|39.08|
|University of South China|113.3073|23.1105| 
|Indian Institute of Science (IISC) - Bangalore|77.569|12.971|
|Baoding University|115.481|38.758|
|Shenzhen MSU-BIT University|114.053|22.548|
|Fudan University|121.432|31.280|
|Wenzhou University|120.709|28.0119|
|National University of Sciences & Technology - Pakistan|73.0374|33.5079|
|Shanxi Normal University|111.67|39.32|
|Ilam University|46.417|33.633|
|State Grid Corporation of China|116.324|39.997|
