 | university_name | x_coor | y_coor | 
| :- |:-:|:-:|
|Technical University of Denmark|8.74|55.66|
|University of Exeter|-3.52|50.72|
|Zhejiang University of Finance & Economics|121.16|27.94|
|Jinzhou Medical University|121.12|41.10|
|Procter & Gamble|84.41|23.29|
|Hangzhou Normal University|120.16|30.28|
|University of Regina|-104.62|50.48|
|Shanxi College of Technology|112.73|37.87|
|Taiyo Nippon Sanso Corporation|140.42|35.41|
|Missouri University of Science & Technology|-91.86|38.16|
|Johannes Kepler University Linz|14.35|48.32|
|Institute for Advanced Studies in Basic Sciences (IASBS)|53.75|37.38|
|Shenzhen Institute of Advanced Electronic Materials|114.40|23.54|
|EURECOM|7.01|43.66|
|IMT - Institut Mines-Telecom|2.37|48.85|
|Weinan Normal University|109.47|34.49|
|Nanjing Medical University|118.81|32.05|
|Washington State University|-117.16|46.72|
|China Medical University|125.70|41.88| 
|Singapore General Hospital|103.83|1.27|
|Shih Chien University|121.50|25.03|
|Jilin Agricultural Science & Technology University|125.80|43.59|
|Hacettepe University|32.86|39.94|
|Helmholtz-Zentrum fuer Materialien und Energie GmbH (HZB)|13.42|52.50 |
|Shandong Agricultural University|117.15|36.24|
|National Police University for Criminal Justice|94.76|24.86|  
|Mohammad Ali Jinnah University|67.2|24.86|  
|Changsha University of Science & Technology|112.91|28.32|
|University of Otago|170.50|-45.87|
|Lund University|13.19|55.70|
|Universidad del Pacifico Peru|-77.05|-12.10| 
|Tufts University|-71.12|42.41|
|University of Kentucky|-84.51|38.16|
|Heriot Watt University|-3.14|55.93|
|Universidade do Minho|-8.25|41.81|
|Wichita State University|-97.35|37.74|
|Qiqihar University|123.82|45.39|
|Servier|2.37|48.94|
|University Kashan|51.66|42.97|  
|Iran University Science & Technology|51.42|35.41|  
|Yichun University|129.28|27.83|  
|Guangdong University of Finance & Economics|113.32|23.9|
|University of Ljubljana|14.50|46.05|
|Inria|0.17|46.49|
|China Baowu Steel Group|114.31|24.89|
|Technische Universitat Ilmenau|10.92|50.93|
|Cyprus International University|33.38|35.17|
|Lefke Avrupa University|33.42|35.65|
|Oracle|-122.14|37.78|
|New York University|-73.99|40.73|
