 | university_name | x_coor | y_coor |
| - | - | -|
|Indian Institute of Science Education & Research (IISER) - Kolkata|88.4433|22.5583|
|South Ural State University|56.1500|54.6167| 
|Universiti Teknologi MARA|101.4500|3.1167|
|University of Johannesburg|-26.1819|28.0408|  
|Changchun Institute of Optics Fine Mechanics & Physics CAS |43.8831|125.3281 |  
|George Washington University |38.9005|-77.0457 |     
|Qamcom Research & Technology |55.4081|13.5297|
|Chongqing Institute of Green & Intelligent Technology CAS|29.5618|106.5499|
|Shiraz University|29.6230|52.5358| 
|Assiut University|27.2309|31.3780|
|Shanghai Institute of Microsystem & Information Technology CAS|31.1981|121.4144|
|Fujian Medical University|26.0665|119.2363|
|Gachon University|37.4543|126.7024|
|IMEC|50.8333|4.8333|
|Institute of Materia Medica - CAMS|39.9219|116.4443|
|Santa Clara University|37.3589| -121.9552|
|Universite Paris Cite|-2.3780|48.8384|
|Australian Nuclear Science & Technology Organisation|-34.7500|150.8333|
|Hannover Medical School|52.3717|9.7333|
|Charles University Prague|50.0736|14.4281|
|University of Tennessee Health Science Center|35.1439|-89.9262|
|Guangxi Medical University|22.7600|108.3999|
|University of Newcastle|-32.8997|151.7173|
|Eotvos Lorand University|47.4894|19.0592|
|Institute of Electronics CAS|40.6225|116.2854|  
|National Resource Center for Chinese Materia Medica CACMS|39.7362|116.3744|
|Universidad de Especialidades Espiritu Santo|-0.1860|-80.1690|
|Indiana University-Purdue University Indianapolis|39.7684|-86.1549|
|Indiana University System|39.1653|-86.5264|
|Vilnius University|54.6706|25.2717|
|Istanbul Gelisim University|41.1183|29.0117| 
|Bharath Institute of Higher Education & Research|12.9300|80.1963|
|Wuchang University of Technology|30.5290|114.3110|  
|San Francisco State University|37.7194|-122.4803|
|Ball State University|40.2097|-85.4047|
|BYD|23.1256|113.5812|
|Kingfa Sci. & Tech.|31.7833|121.4333|
|State Key Laboratory of Quantum Optics & Quantum Optics Devices|39.7318 |116.3609|
|Abdul Wali Khan University|34.1715 |71.5747|
|Zhengzhou Tobacco Research Institute of CNTC|35.2083|113.6458|
|Shandong Institute of Commerce & Technology|36.6500|117.1500|
|A*STAR - Institute of High Performance Computing (IHPC)|1.3521|103.8198|
|Minhaj University|31.5756|74.3028|
|University of Debrecen|47.5303|21.6273|
|Jacobs University|53.4667|9.6167|
|University of Science & Technology Bannu|32.9834|70.5917|
|Ataturk University|40.2163|43.2134| 
|University of Dubai|25.2673|55.3351|
|Novosibirsk State University Of Architecture & Civil Engineering|55.0447|82.9206|
|Khristianovich Institute of Theoretical & Applied Mechanics SB RAS |55.0000|91.8333|
