university_name,x_coor,y_coor
Yantai University,37.52308965,121.35452316407387
Cheng Shiu University,22.649295350000003,120.3500374884655
Hong Kong University of Science & Technology,,
Case Western Reserve University,,
Hong Kong Baptist University,22.33798795,114.18262590878285
Anhui University of Finance & Economics,,
Army Engineering University of PLA,24.2897439,89.008877
Shandong University,37.5310274,122.0551606
Jiujiang University,29.681326249999998,116.00638147020788
Xuzhou University of Technology,34.2146056,117.13807761540775
Harbin University of Science & Technology,45.7088083,126.62836254559994
Aalto University,60.1860789,24.828102074406736
Hangzhou Hikvision Digital Technology Co. Ltd.,30.2116158,120.21610459252575
Sichuan University,30.56018625,103.99730290903247
Beijing Union University,39.9898545,116.42068891951112
Liaoning University,41.92376965,123.38136290029374
Hunan University,28.17970965,112.94131851453764
Jinzhong University,37.4228703,112.57613376280491
Harbin Normal University,45.865895699999996,126.55425323118894
University of Technology Sydney,-33.88321735,151.20036690524597
Nanning Normal University,23.1825931,108.28134044200989
Australian National University,-35.28131035,149.1166828434495
China Academy of Safety Science & Technology,,
China University of Mining & Technology,34.2146056,117.13807761540775
University of the Sunshine Coast,-26.7184793,153.0651333458133
University of Kiel,54.33241785,10.17980141316826
University of Bonn,50.7338124,7.1022465
Chongqing University of Technology,29.4555343,106.52594380825042
Yale University,41.25713055,-72.98966960152231
Nanjing University of Posts & Telecommunications,32.11527165,118.92595660043565
Imperial College London,51.4989595,-0.17564069276310426
University of Canterbury,-43.5240894,172.5803057563435
Peng Cheng Laboratory,36.9486895,127.02193025513577
Central South University,41.25713055,-72.98966960152231
Tongji University,31.28473925,121.49694908588742
Ibaraki University,36.40079745,140.44314604240435
University of International Business & Economics,23.888241450000002,90.390534154615
University of Bath,51.37658725,-2.323432593859133
Beijing Institute of Aeronautical Material,,
Wuhan University of Technology,30.60903415,114.35142839343906
Sun Yat Sen University,23.09960335,113.29235087324346
Zhengzhou University of Light Industry,34.79829065,113.64875701241179
Capital Medical University,39.863328949999996,116.3469176766208
Scuola Superiore Sant'Anna,43.7206078,10.4026444
Jianghan University,30.51723085,114.15265875919067
University of Auckland,-36.8660955,174.77373309361866
University of Yaounde I,,
University of Electronic Science & Technology of China,18.55171815,73.82268284960483
Beijing University of Civil Engineering & Architecture,39.934203800000006,116.33549305054024
Shanxi Agricultural University,37.4228703,112.57613376280491
Universidade Federal de Santa Catarina (UFSC),-27.60341335,-48.5224424733554
Universidad Nacional Autonoma de Mexico,19.32160295,-99.18493018260631
Technical University of Munich,1.3078539,103.7776795
Qinghai University,36.728569,101.74741245604757
Duke University,36.00015569999999,-78.94422972195878
Technische Universitat Dresden,51.028276500000004,13.735982754935176
University of Zurich,47.49684345,8.72980716809498
University of Sherbrooke,43.045033849999996,-76.13239030061175
Jining University,41.008940499999994,113.13619059751764
University of Aizu,37.5236728,139.93807246412388
University of Windsor,42.305201350000004,-83.06649144027972
Michigan State University,42.7024238,-84.48032837503001
Northwest Institute for Nonferrous Metal Research - China,,
Jilin University,43.880145999999996,125.30115101345075
Air University Islamabad,33.713944,73.025864
Queensland University of Technology (QUT),-27.4512847,153.01615276804114
University of Calgary,51.0783651,-114.1283072
University of Kwazulu Natal,-29.62704195,30.40308480890297
Hubei University of Arts & Science,31.94880055,112.07696557377687
China North Industries (NORINCO),22.384534000000002,114.20722699882694
Harbin Engineering University,45.77488965,126.67648259445164
State Oceanic Administration,47.6757068,-122.2030638
University of Jinan,25.04235165,121.52543866963836
University of British Columbia,49.25783145,-123.24624198622213
University of Cassino,41.28500185,13.243793945042299
Chinese University of Hong Kong,22.4137195,114.2098955
Xidian University,34.1251589,108.82896528504287
Aviation Industry Corporation of China (AVIC),,
Southwestern University of Finance & Economics - China,30.6728811,104.0180145
Macau University of Science & Technology,22.15264535,113.56804096953312
Lanzhou Jiaotong University,36.10934695,103.72390576869492
Anhui University of Science & Technology,31.845416649999997,117.26351236258256
Western University (University of Western Ontario),-31.95040445,115.79790157357621
Beijing Academy of Science & Technology,40.0006778,116.3715809
Chinese University of Hong Kong Shenzhen,22.6910685,114.20736597452726
Northwest Institute of Nuclear Technology - China,,
Soochow University - China,31.3157502,120.64054611246735
University of Oslo,59.9414173,10.722768340750914
China Aerospace Science & Technology Corporation (CASC),40.357725,116.66181660419585
Nagoya University,35.1583416,136.9219146
Toronto Metropolitan University,43.6583244,-79.37892515687948
China Institute of Atomic Energy,39.74430605,116.03494699749788
Nanjing University of Aeronautics & Astronautics,32.03741895,118.81535367339066
North China University of Technology,39.926778,116.20213119369842
East China Jiaotong University,28.74698205,115.86425900723705
Mudanjiang Normal University,,
Erbil Polytechnic University,36.144216549999996,44.01745063397743
CAPITAL UNIVERSITY OF PHYSICAL EDUCATION AND SPORTS,,
University of Edinburgh,55.94407645,-3.1883735563964555
Dalian Maritime University,38.870110600000004,121.52307012420691
Tianjin University Science & Technology,,
University of South China,26.90159295,112.58264249158836
Indian Institute of Science (IISC) - Bangalore,13.022234699999998,77.56718324768107
Baoding University,38.8791436,115.5716797390202
Shenzhen MSU-BIT University,22.6828382,114.20043718296921
Fudan University,31.30116485,121.49808756382322
Wenzhou University,28.0120905,120.66908544221087
National University of Sciences & Technology - Pakistan,22.56094605,88.41043360047364
Shanxi Normal University,34.15527855,108.88663126165171
Ilam University,-43.522176200000004,172.58627454999998
State Grid Corporation of China,33.31940365,115.26182967789566
Shandong Technology & Business University,36.001464350000006,120.1162403027048
University of Witwatersrand,-26.1888766,28.024791203071317
Zhengzhou University of Aeronautics,34.78920765,113.7821435941363
Universite Catholique Louvain,50.821259999999995,4.349652894133002
Kyung Hee University,37.5971213,127.05198672345011
Universitat Rovira i Virgili,41.12268315,1.2501586736136532
Tomas Bata University Zlin,,
Qingdao University,36.075976350000005,120.41291309602909
ShenZhen Polytechnic,22.5909318,113.94677724442597
Liaoning Normal University,38.9152032,121.5591728
Universidade da Beira Interior,40.2781456,-7.508382296937802
University of Ottawa,45.42252705,-75.68339041611182
Minzu University of China,39.9496858,116.31484427275208
Wuhan University,30.537354049999998,114.36152031917142
People's Public Security University of China,,
Chinese People's Liberation Army General Hospital,,
Swansea University,51.6080596,-3.9773969
Guilin University of Electronic Technology,25.315063950000003,110.41178068458174
Microsoft,37.3974949,-122.0842646
National Taipei University of Technology,25.04306355,121.5346877290726
Tianjin University of Technology,39.05902805,117.13500210677157
University of Eastern Finland,62.60435085,29.74223258139789
Air Force Engineering University,26.7282929,83.4319601
University of Cologne,50.928044549999996,6.928130514523661
George Mason University,38.83133325,-77.30798838879116
National Institute of Metrology China,39.1335012,-77.21572847499999
Nanyang Normal College,,
Daqing Normal University,,
Zhejiang Normal University,29.136744999999998,119.63761439386084
Chongqing University,29.5699864,106.4596931
Tel Aviv University,32.1037064,34.8046101
McGill University,45.50701415,-73.57919090369913
Columbia University,40.80775585,-73.96164946987652
Beijing Normal University,39.959732,116.35973697755406
Shanxi Medical University,37.849571,112.54815250999812
Qinghai Nationalities University,,
Shenyang Ligong University,41.725185800000006,123.48496706021228
Xinjiang University,43.7677153,87.6111282
NTT Docomo,35.622621,139.4248356
The Welding Institute (TWI),52.1172003,0.2258120414089834
Dongbei University of Finance & Economics,,
Beijing Forestry University,40.00287495,116.33548042757499
Polytechnic University of Milan,45.479858500000006,9.22824383971776
China Mobile,42.9424617,89.1736787
Rocket Force University of Engineering,,
Changchun University of Science & Technology,,
Wuhan Institute of Technology,30.50447345,114.3845446210313
Huanghuai University,22.3168253,112.71124
Chongqing University of Posts & Telecommunications,29.5337727,106.60410989879884
University of Leicester,52.62169525,-1.1246945741832923
Ghent University,51.00784845,3.710883068491984
Inner Mongolia University,40.7864425,111.54568611390931
Northwest University Xi'an,47.65775615,-122.19170992986534
Southwest Jiaotong University,30.7697903,103.9859532
Yangzhou University,32.34417070000001,119.39464194171018
China University of Political Science & Law,39.9640348,116.34497195718532
China-Japan Friendship Hospital,39.97233075,116.42072143387881
Southern Federal University,47.2164127,39.631551405854026
Changchun University,43.83198195,125.31433155536797
University of Amsterdam,52.36813335,4.889804155733945
National Institute of Advanced Industrial Science & Technology (AIST),36.0523404,140.118563637794
Zhejiang University of Technology,30.2208518,120.01516563117832
Henan University,34.8124658,114.36393963373908
Xi'an University of Posts & Telecommunications,,
Southwest Petroleum University,30.8210682,104.183892
North Minzu University,35.99556865,103.96100414787048
Shaanxi University of Science & Technology,34.36719635,109.18826171371035
Adobe Systems Inc.,37.770871299999996,-122.40166939390863
Dalhousie University,44.6375234,-63.5872235
Fuzhou University,26.0614068,119.19334162717391
Aalborg University,57.015907049999996,9.975308243557345
University of Sargodha,32.07283725,72.68419284719388
Nanjing University of Information Science & Technology,32.20388695,118.70724096074329
Zhejiang Sci-Tech University,30.31545455,120.3486958081547
Tianjin Normal University,39.06136685,117.11919487141627
University of Adelaide,-34.9189226,138.60423667410745
Shijiazhuang Tiedao University,37.88276605,114.4002920431369
University of Rochester,43.1226985,-77.6307297
IMDEA Materials Institute,,
Universitas Mercu Buana,-6.185669150000001,106.83649555135435
Saint Petersburg State University,59.9406782,30.296499938428813
Chongqing Technology & Business University,29.5084174,106.5785855150285
Xi'an Aeronautical University,,
University of Huddersfield,53.6428959,-1.7781768079827107
Sheffield Hallam University,53.38172635,-1.462795139475161
Yuxi Normal University,,
Queens University Belfast,54.5854753,-5.9339518
Qilu University of Technology,36.55781435,116.80523101739519
University of Paderborn,51.70752095,8.772414074164182
National Kaohsiung University of Science & Technology,22.773978,120.4025016583622
Taishan University,36.2212186,117.0310181
Anhui Polytechnic University,31.341859550000002,118.40704604462167
Eindhoven University of Technology,51.4486602,5.4903995655080475
Tangshan Normal University,39.634843450000005,118.1533170471017
North China Institute of Aerospace Engineering,,
Johns Hopkins University,39.33020225,-76.62185357858337
CRRC Corporation,39.23634745,117.28016133241357
Iowa State University,42.02790455,-93.6446129710682
Technical University of Darmstadt,48.7309449,21.2437449
Marche Polytechnic University,,
University of Toronto,43.663461999999996,-79.39775966248058
Northeastern University,42.3390301,-71.08791294953176
Hebei University of Science & Technology,39.205429800000005,118.58595604901612
Queens University - Canada,46.248346350000006,-63.13584715141698
Warsaw University of Technology,52.2216394,21.00737979000361
Tianjin University of Technology & Education,39.05902805,117.13500210677157
University of Electro-Communications - Japan,35.657267000000004,139.54256266471194
Shandong Jiaotong University,36.6832055,116.95919130380511
Taiyuan University of Science & Technology,,
Xi'an University of Technology,43.6623226,-79.405326
Beijing Academy of Quantum Information Sciences,,
Weifang University,36.70463095,119.12917962383042
University of Padua,40.7272282,-74.001322619863
Mendeleev University of Chemical Technology of Russia,,
Ludong University,37.52308965,121.35452316407387
Huawei Technologies,31.261561049999997,121.62433970183929
Anhui University,31.84718745,117.25013410566092
Chengdu University of Technology,30.6771709,104.14430755619728
Qingdao University of Technology,36.10091,120.36571861019044
Yellow River Conservancy Technical Institute,34.82850915,114.31359768167523
Nanjing University,32.0565957,118.77408832807794
University of Connecticut,41.82175755,-72.24277535505323
Jiangxi University of Science & Technology,28.6708105,115.69766966269977
Xi'an Shiyou University,,
Institut Universitaire de France,43.91861315,2.137175054725021
Payame Noor University,29.45386915,50.98916511006803
Changsha University,28.24975985,113.02386989288291
Guangzhou University,23.044604,113.36958610020251
Northeast Normal University - China,43.861682,125.3185925
University of Rome Tor Vergata,,
University of Wollongong,-34.40505545,150.87834654727789
Shantou University,23.41632475,116.62906847371065
Tangshan University,39.691370199999994,118.20641940293255
University of Ulsan,35.519358749999995,129.42922116754994
COMSATS University Islamabad (CUI),33.649665999999996,73.15491675674454
Huaiyin Normal University,,
Institute of Disaster Prevention,23.1573351,72.66804384868422
Gujarat University,23.0373068,72.544748112277
Ocean University of China,36.0636494,120.33292670981562
Nanjing Forestry University,32.08106635,118.81177396360292
Marquette University,43.03888115,-87.93158327046632
Singapore University of Technology & Design,1.341603,103.96434326603818
University of Yamanashi,35.6246886,139.0969908802095
Algerian Space Agency (ASAL),,
South China University of Technology,23.160342,113.33724262919063
Czech Technical University Prague,50.1029026,14.3946353
Hainan Normal University,,
Beijing Normal University - Hong Kong Baptist University United International College,,
Huizhou University,23.1146515,114.4107202
Hunan University of Science & Technology,28.18718475,112.94475174792773
Southwest University of Science & Technology - China,60.4549003,22.2850008
Pusan National University,35.234349800000004,129.07840680801058
University of Strathclyde,55.8618812,-4.241956565778082
National Research Institute for Family Planning - China,,
King Abdullah University of Science & Technology,22.32237535,39.11738351837985
Hubei University of Economics,30.53911225,114.30734457888778
Beijing Electronic Science & Technology Institute,,
Shanghai University of Medicine & Health Sciences,31.2355966,121.4795693264214
Southeast University - China,23.7933392,90.40172025000001
Guizhou Institute of Technology,,
University of Chinese Academy of Social Sciences,39.7386832,116.1737414431438
Karolinska Institutet,59.3515453,18.0310658
Osaka University,40.2755037,-111.6792634
Ho Chi Minh City University Economics,10.78301325,106.6948986838027
China Academy of Information & Communication Technology,,
University of Lahore,32.0400106,72.8348701
North China University of Science & Technology,31.845416649999997,117.26351236258256
Bahauddin Zakariya University,30.2693967,71.4942387
Inner Mongolia University of Science & Technology,40.62073115,109.82532536654163
MinNan Normal University,,
University of Twente,52.2425267,6.8567575
Stevens Institute of Technology,40.744809599999996,-74.0252392276461
Nelson Mandela African Institution of Science & Technology,-3.4024715,36.7981255670486
Academy of Armored Forces Engineering - China,,
Beijing Academy of Agriculture & Forestry Sciences (BAAFS),,
Kumamoto University,32.816417799999996,130.72703968756167
China Meteorological Administration,39.6617355,118.16281715770285
La Trobe University,-36.7784754,144.298047
University of Dar es Salaam,-6.78001625,39.20521057914481
Jiangsu University of Science & Technology,31.2787148,120.72376292616886
Syracuse University,43.017112850000004,-76.11855360009726
Hubei University,30.579682,114.3234405
Coventry University,52.4056372,-1.4997222676795412
Dibrugarh University,27.4844597,94.9019447
Aviation University Air Force,24.9670394,67.1396391
Liaoning University of Traditional Chinese Medicine,41.8299838,123.4231551
Harbin Medical University,45.699430899999996,126.61402712036333
ZTE,50.8554871,4.4260308
University of Western Australia,-31.95040445,115.79790157357621
Korea Advanced Institute of Science & Technology (KAIST),36.3697191,127.36253700115094
Technion Israel Institute of Technology,32.7768128,35.02254464999363
Shanxi Datong University,40.0919817,113.2951122
Sichuan University of Science & Engineering,30.6735474,104.0962727
Northwest A&F University - China,39.830035,-84.912953
Guangdong Polytechnic Normal University,23.14871095,113.33253025687196
China Jiliang University,30.32362225,120.35821372014343
McMaster University,43.263939699999995,-79.917825231868
Chinese Academy of Inspection & Quarantine,,
Henan Normal University,35.32942775,113.91061584408862
Shanghai Maritime University,30.8769821,121.900217777976
Henan University of Science & Technology,,
Commercial Aircraft Corporation of China (COMAC),,
Centre National de la Recherche Scientifique (CNRS),43.231590499999996,5.440560706984453
Zayed University,25.1045014,55.16710211457801
Jilin Institute of Chemical Technology,,
Changshu Institute of Technology,,
Japan Advanced Institute of Science & Technology (JAIST),36.0523404,140.118563637794
Kyoto University,35.02704665,135.78143727667532
Nagaoka University of Technology,37.42354445,138.77807276028955
Central University of Finance & Economics,39.95814755,116.33627959309374
Shanxi University,37.8001306,112.58166616971135
Hebei University of Architecture,39.205429800000005,118.58595604901612
Wuhan Research Institute of Post & Telecommunications,,
Guangdong University of Foreign Studies,23.06828745,113.39177826985755
Research Institute of Chemical Defense - China,,
University of Cape Town,-33.95675585,18.467577702002977
Ericsson,50.8400881,4.3722797
Communication University of China,39.91199955,116.5518914087136
Catholic University of the Sacred Heart,,
Shandong University of Finance & Economics,36.6680241,117.36850886465625
Deakin University,-37.847513649999996,145.11494734793388
University of Louisville,38.21332235,-85.75770751081866
Balochistan University of Information Technology Engineering & Management Sciences BUITEMS,,
University of Southampton,50.9354752,-1.3962847494297244
Universite de Orleans,47.846855,1.9318445
Hangzhou Dianzi University,30.303313199999998,120.3741385339678
Shijiazhuang University,38.01834575,114.59432362647775
Guilin University of Technology,25.064692200000003,110.29107909009358
New Jersey Institute of Technology,40.7421254,-74.17903159685589
Lanzhou University of Technology,36.05635650000001,103.7744161947905
University of Oulu,65.05932770000001,25.467357691873588
University of Liege,50.6370803,5.562320940476887
University of Saskatchewan,52.13441935,-106.6277768327002
Chongqing University of Science & Technology,29.59643295,106.32167485357704
Open University - UK,52.02453775,-0.7092748093945007
Chiba University,35.62786925,140.1034657491585
Hanshan Normal University,23.6574633,116.6619043
Northeast Electric Power University,,
Chongqing Three Gorges University,30.75342765,108.44774733624962
Chung Yuan Christian University,24.958844399999997,121.24139940550711
Hebei North University,39.205429800000005,118.58595604901612
Sixth Medical Center of Chinese PLA General Hospital,,
King Fahd University of Petroleum & Minerals,26.3053184,50.150644860908294
Kunming University of Science & Technology,24.85529555,102.85527159748534
Henan University of Technology,34.8283818,113.5360877
Hebei University of Economics & Business,,
Northeast Petroleum University,46.5902306,125.14220675756954
King Saud University,24.72468015,46.623335471092965
Leibniz University Hannover,52.3901618,9.706880279886246
University of Tokyo,35.71171565,139.76374569517452
Royal Melbourne Institute of Technology (RMIT),,
Civil Aviation Flight University of China,,
California Institute of Technology,34.13701375,-118.12528833668254
Yunnan University,25.0551953,102.7034514
Xiamen University of Technology,24.50827225,118.10741916410026
KU Leuven,50.80571285,3.2915374489139757
Midea,37.66091865,22.85996269444182
Chinese Academy of Agricultural Sciences,39.96101275,116.32341945750878
Wuyi University,22.59743565,113.07856774757892
Xi'an Polytechnic University,9.4391121,-0.8759303
Weizmann Institute of Science,31.907849900000002,34.81334092444211
Shangqiu Normal University,,
Chinese Center for Disease Control & Prevention,,
Baidu,8.472712,-10.2827
Beijing Foreign Studies University,39.9541483,116.30741386591434
Stockholm University,59.363333600000004,18.05879425982729
Nanchang University,28.66126865,115.79759741041505
Jiangxi Science & Technology Normal University,28.72072395,116.10878264913495
University of Macau,22.1284604,113.5438378
Fujian Normal University,24.87129915,118.66732470509334
Brown University,41.8186395,-71.4088008716793
Aligarh Muslim University,27.9151981,78.07874075060107
Rutgers State University New Brunswick,,
Beijing Polytechnic,39.7711843,116.50067505257226
University of Duisburg Essen,51.4290899,6.8008580326401
Southwest University - China,29.823237149999997,106.41958835875167
Inner Mongolia University for Nationalities,,
Bauman Moscow State Technical University,,
University of Messina,53.5248498,-113.5222479
Liaocheng University,36.4320138,116.00536823354066
China Aerospace Science & Industry Corporation (CASIC),40.357725,116.66181660419585
University of Victoria,48.46205995,-123.31141980604804
University of Nottingham,52.9387428,-1.2002956927457427
Federal Urdu University of Arts Science & Technology,24.8610676,67.0100341
Shijiazhuang University of Applied Technology,,
Universiti Putra Malaysia,2.9918365,101.72067704384338
Keio University,35.552084050000005,139.6495837941362
BAIC Group,-33.8182005,25.65335288095256
Jiangnan University,31.48512185,120.26733518229403
Changzhi University,36.1830167,113.0992929
University of Hamburg,53.5641091,9.994978875267606
Stanford University,37.431313849999995,-122.16936535498309
California Department of Public Health,38.57489515,-121.48575131641209
Beijing Institute of Petrochemical Technology,39.747226749999996,116.3196655706997
QIMR Berghofer Medical Research Institute,,
Shenzhen Technology University,22.7030268,114.39534191349426
Ritsumeikan University,35.0336994,135.72734224285983
Chery Automobile,-7.2697176,112.7512059
China National Petroleum Corporation,37.953785999999994,58.39106647802291
Universidad de Chile,-33.4439386,-70.6510174
Polytechnic University of Turin,41.6401812,41.6167125
Dezhou University,36.7921815,116.7160106
National Yunlin University Science & Technology,23.6926012,120.53552469729354
Tianjin University of Finance & Economics,,
Commonwealth Scientific & Industrial Research Organisation (CSIRO),18.116801799999998,-66.1438594
Hainan University,20.05835675,110.32277577414327
Universite Gustave-Eiffel,50.60789175,3.1320651275779987
Chinese Academy of Social Sciences,39.7386832,116.1737414431438
University of Surrey,51.24307815,-0.5900544877514773
East China University of Technology,28.7217061,115.8235531
Jiangsu Ocean University,34.60696265,119.2158630729028
Shaoxing University,29.981529199999997,120.56643645272392
Universidade de Santiago de Compostela,42.8786789,-8.54245040081301
University of Hull,53.7710908,-0.3683905962694075
Victoria University Wellington,-41.2888731,174.7692657
University of Engineering & Technology Lahore,-43.5240894,172.5803057563435
Qufu Normal University,,
Technical University Freiberg,41.7203607,44.7766001
Chalmers University of Technology,57.6897462,11.97652929499342
Gomal University,31.7201096,70.83414605525763
York University - Canada,43.77383185,-79.49981056529253
Chongqing Jiaotong University,29.4920918,106.56685255620883
Central Iron & Steel Research Institute,14.8354588,120.819908
Ford Motor Company,-38.10269175,144.3579853884846
Government College University Faisalabad,31.41578885,73.06887683956958
Sejong University,37.550848,127.07460744982816
Guangxi University of Science & Technology,24.38927475,109.51836260651734
Henan Institute of Technology,35.30314355,113.94808434711703
Harvard University,42.36790855,-71.12678237443698
Nihon University,35.724964,140.0575315425384
East China Normal University,31.2284923,121.40211388976886
University of Queensland,-27.50962195,152.99673466241035
Waseda University,33.8898728,130.70856204710728
Shihezi University,44.3079869,86.0549056801147
Chinese Academy of Tropical Agricultural Sciences,,
Inner Mongolia Technical College of Mechanics & Electrics,,
Universidad de Talca,-35.405594050000005,-71.63474176574374
Northwest Normal University - China,36.0982481,103.7330889699465
King Abdulaziz University,21.49341465,39.24854487966037
University of Regensburg,49.00305545,12.09626442042545
East China University of Science & Technology,31.839071949999997,117.26420747857581
Oregon State University,44.56305595,-123.28392363395751
University of Rwanda,-2.6154118,29.74386132522423
University of Southern California,34.0218833,-118.28586662125
Chinese Research Academy of Environmental Sciences,40.0409927,116.41179172086144
North China University of Water Resources & Electric Power,34.78044935,113.7884777242567
Cardiff University,51.48402915,-3.1697633635952807
University of Groningen,53.21944155,6.562986329174857
